arm	evt	cid	run	subrun	stm	tgm	fc	label	length	L_stop	body	body_n	ent	ent_n	rise	shoulder	sh_nofirst	excess	rejected
work-mcp2k-r2probe	173906	9	18259	1	1	0	0	STM	128.8	129.6	0.96	130	0.49	5	0.51	0.0	0.0	0.0	0
work-mcp2k-r2probe	173915	19	18259	1	1	0	0	STM	251.5	249.8	0.91	330	0.96	6	1.06	0.0	0.0	0.2	0
work-mcp2k-r2probe	174230	10	18259	1	1	0	0	STM	293.3	219.4	0.98	274	0.63	4	0.65	0.0	0.0	0.0	0
work-mcp2k-r2probe	174311	3	18259	1	0	0	0	nu-candidate	84.9	87.7	0.84	67	0.55	5	0.65	0.0	0.0	0.0	0
work-mcp2k-r2probe	174311	9	18259	1	1	0	0	STM	93.6	75.8	1.05	49	0.93	5	0.89	0.0	0.0	0.1	0
work-mcp2k-r2probe	174573	21	18259	1	1	0	0	STM	187.8	189.3	0.87	218	1.08	5	1.23	0.0	0.0	0.1	0
work-mcp2k-r2probe	174704	8	18259	1	1	0	0	STM	192.4	196.9	0.94	234	0.96	5	1.02	0.0	0.0	0.1	0
work-mcp2k-r2probe	174736	13	18259	1	1	0	0	STM	200.3	162.5	0.94	182	1.03	5	1.09	0.0	0.0	0.3	0
work-mcp2k-r2probe	175057	13	18259	1	0	0	0	nu-candidate	224.2	228.8	0.93	291	0.78	5	0.84	0.0	0.0	0.1	0
work-mcp2k-r2probe	175959	19	?	?	?	?	?	?	0.0	190.3	0.88	220	1.23	5	1.4	0.0	0.0	0.3	0
work-mcp2k-r2probe	176150	8	18259	1	0	0	0	nu-candidate	133.6	136.2	0.98	143	0.9	6	0.92	0.0	0.0	0.0	0
work-mcp2k-r2probe	176159	11	18259	1	1	0	0	STM	171.2	171.6	0.92	199	0.81	6	0.89	0.0	0.0	0.0	0
work-mcp2k-r2probe	176731	5	18259	1	1	0	0	STM	80.9	81.3	1.0	55	1.39	6	1.4	0.8	0.0	1.1	0
work-mcp2k-r2probe	176951	7	18259	1	1	0	0	STM	131.2	127.0	1.01	132	1.36	5	1.35	0.0	0.0	0.4	0
work-mcp2k-r2probe	177102	9	18259	1	1	0	0	STM	238.5	242.8	0.94	309	0.82	5	0.87	0.0	0.0	0.0	0
work-mcp2k-r2probe	178146	4	18259	1	1	0	0	STM	128.8	79.1	0.51	54	0.68	5	1.33	0.0	0.0	0.3	0
work-mcp2k-r2probe	178328	13	18259	1	1	0	0	STM	163.0	166.2	1.03	186	0.24	5	0.23	0.0	0.0	0.0	0
work-mcp2k-r2probe	178476	4	18259	1	1	0	0	STM	130.0	91.0	1.01	74	0.82	6	0.81	0.0	0.0	0.0	0
work-mcp2k-r2probe	178931	1	18259	1	1	0	0	STM	142.7	134.6	0.97	143	0.99	5	1.02	0.0	0.0	0.3	0
work-mcp2k-r2probe	179325	12	18259	1	1	0	0	STM	73.1	74.4	1.02	43	0.76	5	0.74	0.0	0.0	0.0	0
work-mcp2k-r2probe	179928	5	18259	1	1	0	0	STM	91.8	92.6	1.01	73	1.01	5	1.0	0.0	0.0	0.0	0
work-mcp2k-r2probe	180117	12	18259	1	0	0	0	nu-candidate	419.6	405.2	0.89	570	0.78	5	0.88	0.0	0.0	0.0	0
work-mcp2k-r2probe	180462	8	18259	1	1	0	0	STM	106.3	88.7	1.01	68	0.85	6	0.84	0.0	0.0	0.0	0
work-mcp2k-r2probe	181094	10	18259	1	1	0	0	STM	301.9	284.5	0.92	376	0.98	6	1.06	0.0	0.0	0.7	0
work-mcp2k-r2probe	242858	10	18259	1	1	0	0	STM	320.8	324.2	0.91	434	0.75	5	0.82	0.0	0.0	0.0	0
work-mcp2k-r2probe	273845	8	18255	1	1	0	0	STM	124.0	86.0	0.85	65	0.85	4	1.0	0.0	0.0	0.1	0
work-mcp2k-r2probe	277189	12	18255	1	1	0	0	STM	348.6	332.3	0.9	455	0.95	6	1.05	0.0	0.0	0.0	0
work-mcp2k-r2probe	279713	11	18255	1	1	0	0	STM	168.0	148.2	0.95	168	1.26	6	1.33	0.0	0.0	0.2	0
work-mcp2k-r2probe	280159	12	18255	1	0	0	0	nu-candidate	226.3	167.7	0.92	186	1.32	5	1.43	0.0	0.0	0.3	0
work-mcp2k-r2probe	280225	15	18255	1	1	0	0	STM	119.4	106.8	0.98	93	0.44	6	0.45	0.0	0.0	0.2	0
work-mcp2k-r2probe	281347	18	18255	1	1	0	0	STM	101.8	103.5	1.02	92	0.96	5	0.94	0.0	0.0	0.0	0
work-mcp2k-r2probe	283299	11	18255	1	0	0	0	nu-candidate	331.4	292.5	0.96	382	0.89	6	0.93	0.0	0.0	0.0	0
work-mcp2k-r2probe	283585	25	18255	1	1	0	0	STM	198.2	191.4	0.89	232	0.92	5	1.03	0.0	0.0	0.4	0
work-mcp2k-r2probe	283591	19	?	?	?	?	?	?	0.0	133.6	0.98	143	0.97	6	0.99	0.0	0.0	0.0	0
work-mcp2k-r2probe	284971	3	18255	1	1	0	0	STM	91.6	91.4	1.0	73	1.01	5	1.01	0.0	0.0	0.0	0
work-mcp2k-r2probe	285059	20	18255	1	1	0	0	STM	225.7	231.7	0.93	285	0.82	5	0.88	0.0	0.0	0.0	0
work-mcp2k-r2probe	286582	15	18255	1	1	0	0	STM	478.2	477.2	0.9	667	0.89	5	0.99	0.0	0.0	0.0	0
work-mcp2k-r2probe	287132	15	18255	1	1	0	0	STM	107.5	104.4	0.98	95	1.25	5	1.27	0.0	0.0	0.2	0
work-mcp2k-r2probe	288056	13	18255	1	1	0	0	STM	173.6	141.2	0.95	152	0.94	5	0.99	0.0	0.0	0.0	0
work-mcp2k-r2probe	288914	13	18255	1	1	0	0	STM	172.2	167.1	0.93	185	0.51	5	0.55	0.0	0.0	0.0	0
work-mcp2k-r2probe	289290	18	18255	1	1	0	0	STM	196.1	184.2	0.97	217	0.88	6	0.91	0.0	0.0	0.0	0
work-mcp2k-r2probe	289840	19	18255	1	1	0	0	STM	135.0	89.4	0.99	72	1.41	5	1.43	2.1	1.2	0.6	0
work-mcp2k-r2probe	290476	21	18255	1	1	0	0	STM	359.9	363.6	0.92	494	0.54	5	0.58	0.0	0.0	0.6	0
work-mcp2k-r2probe	290676	9	18255	1	1	0	0	STM	118.7	104.5	0.98	95	1.06	5	1.09	0.0	0.0	0.0	0
work-mcp2k-r2probe	290740	15	18255	1	1	0	0	STM	266.4	246.6	0.94	312	1.07	6	1.13	0.0	0.0	0.0	0
work-mcp2k-r2probe	293492	15	18255	1	1	0	0	STM	115.8	79.0	1.02	52	0.9	5	0.88	0.0	0.0	0.0	0
work-mcp2k-r2probe	316043	14	18255	1	1	0	0	STM	226.3	210.8	0.93	263	1.25	5	1.34	0.0	0.0	0.2	0
work-mcp2k-r2probe	316879	14	18255	1	1	0	0	STM	115.2	116.5	0.96	113	0.88	5	0.91	0.0	0.0	0.0	0
work-mcp2k-r2probe	317341	20	18255	1	1	0	0	STM	348.7	354.3	0.91	483	1.01	4	1.11	0.0	0.0	0.2	0
work-mcp2k-r2probe	319275	15	18255	1	1	0	0	STM	338.2	338.9	0.92	458	0.95	5	1.03	0.0	0.0	0.2	0
work-mcp2k-r2probe	319275	17	?	?	?	?	?	?	0.0	156.5	0.94	174	1.07	5	1.13	0.0	0.0	0.1	0
work-mcp2k-r2probe	322113	5	18255	1	1	0	0	STM	92.0	90.7	1.0	71	0.81	5	0.81	0.0	0.0	0.0	0
work-mcp2k-r2probe	322509	17	18255	1	1	0	0	STM	343.9	350.6	0.93	475	0.94	5	1.0	0.0	0.0	0.2	0
work-mcp2k-r2probe	323171	22	18255	1	0	0	0	nu-candidate	196.7	164.4	0.94	185	0.27	5	0.29	0.0	0.0	0.0	0
work-mcp2k-r2probe	323301	13	18255	1	1	0	0	STM	401.8	416.9	0.93	589	0.83	5	0.89	0.0	0.0	0.0	0
work-mcp2k-r2probe	323369	13	18255	1	0	0	0	nu-candidate	236.6	242.7	0.91	307	0.97	5	1.07	0.0	0.0	0.1	0
work-mcp2k-r2probe	347142	15	18255	1	1	0	0	STM	90.4	75.2	0.84	46	0.98	4	1.17	0.0	0.0	0.0	0
work-mcp2k-r2probe	348088	8	18255	1	0	0	0	nu-candidate	309.3	304.1	0.92	409	1.22	6	1.33	0.0	0.0	0.7	0
work-mcp2k-r2probe	349034	4	18255	1	1	0	0	STM	130.8	100.8	1.03	88	0.33	5	0.32	0.0	0.0	0.0	0
work-mcp2k-r2probe	349122	9	18255	1	1	0	0	STM	130.8	141.5	0.98	151	0.68	5	0.7	0.0	0.0	0.0	0
work-mcp2k-r2probe	349276	21	18255	1	0	0	0	nu-candidate	419.6	426.7	0.92	602	0.98	5	1.07	0.0	0.0	0.1	0
work-mcp2k-r2probe	350420	15	18255	1	1	0	0	STM	453.9	465.4	0.91	659	0.85	5	0.93	0.0	0.0	0.0	0
work-mcp2k-r2probe	350816	17	18255	1	1	0	0	STM	93.1	93.6	0.97	72	0.89	5	0.92	0.0	0.0	0.0	0
work-mcp2k-r2probe	352136	14	18255	1	1	0	0	STM	445.7	455.8	0.88	652	1.02	6	1.16	0.0	0.0	0.2	0
work-mcp2k-r2probe	352796	10	18255	1	0	0	0	nu-candidate	179.8	176.6	0.96	204	1.42	4	1.48	5.0	4.2	2.6	0
work-mcp2k-r2probe	352862	15	18255	1	1	0	0	STM	149.3	123.5	1.55	126	1.35	5	0.87	0.0	0.0	0.0	0
work-mcp2k-r2probe	355106	7	18255	1	0	0	0	nu-candidate	353.8	361.1	0.94	494	1.5	5	1.6	0.8	0.0	1.2	0
work-mcp2k-r2probe	388587	6	18255	1	1	0	0	STM	113.6	90.9	0.99	72	0.68	6	0.69	0.0	0.0	0.0	0
work-mcp2k-r2probe	390282	7	18255	1	1	0	0	STM	165.9	89.8	0.96	70	0.98	4	1.02	0.0	0.0	0.0	0
work-mcp2k-r2probe	391448	22	18255	1	1	0	0	STM	181.9	164.3	0.94	183	0.86	5	0.91	0.0	0.0	0.0	0
work-mcp2k-r2probe	392723	6	18255	1	1	0	0	STM	285.8	291.1	0.91	390	0.96	5	1.05	0.0	0.0	0.0	0
work-mcp2k-r2probe	392901	15	18255	1	0	0	0	nu-candidate	384.5	342.1	0.86	459	0.82	5	0.95	0.0	0.0	0.0	0
work-mcp2k-r2probe	393538	8	18255	1	0	0	0	nu-candidate	306.2	298.8	1.03	393	0.73	5	0.71	0.0	0.0	0.0	0
work-mcp2k-r2probe	393835	12	18255	1	0	0	0	nu-candidate	208.8	215.1	0.93	264	1.24	4	1.33	0.0	0.0	0.3	0
work-mcp2k-r2probe	394175	15	18255	1	1	0	0	STM	152.9	157.0	0.93	177	0.65	5	0.7	0.0	0.0	0.0	0
work-mcp2k-r2probe	394329	19	18255	1	1	0	0	STM	248.6	255.7	0.91	328	0.95	4	1.04	0.0	0.0	0.1	0
work-mcp2k-r2probe	394814	14	18255	1	1	0	0	STM	112.3	113.9	1.01	111	0.85	5	0.84	0.0	0.0	0.0	0
work-mcp2k-r2probe	394957	13	18255	1	1	0	0	STM	232.8	236.5	0.92	298	0.96	5	1.05	0.0	0.0	0.1	0
work-mcp2k-r2probe	395209	4	18255	1	0	0	0	nu-candidate	418.0	434.6	0.91	606	0.95	5	1.05	0.0	0.0	0.1	0
work-mcp2k-r2probe	395465	12	18255	1	1	0	0	STM	122.3	121.1	0.96	117	0.95	5	0.99	0.0	0.0	0.0	0
work-mcp2k-r2probe	395597	20	18255	1	0	0	0	nu-candidate	252.0	255.2	0.96	326	0.98	5	1.02	0.0	0.0	0.2	0
work-mcp2k-r2probe	395717	21	18255	1	0	0	0	nu-candidate	111.7	114.2	0.95	106	0.88	5	0.92	0.0	0.0	0.0	0
work-mcp2k-r2probe	396596	11	18255	1	1	0	0	STM	375.7	381.1	0.89	515	0.49	6	0.55	0.0	0.0	0.0	0
work-mcp2k-r2probe	396829	17	18255	1	0	0	0	nu-candidate	123.9	125.4	0.92	123	0.96	5	1.05	0.0	0.0	0.0	0
work-mcp2k-r2probe	397621	17	18255	1	1	0	0	STM	247.2	251.5	0.92	324	0.84	5	0.91	0.0	0.0	0.0	0
work-mcp2k-r2probe	397873	17	18255	1	1	0	0	STM	155.8	157.5	0.97	173	1.04	5	1.07	0.0	0.0	0.0	0
work-mcp2k-r2probe	398092	8	18255	1	1	0	0	STM	129.3	90.6	1.01	71	1.03	6	1.02	0.0	0.0	0.2	0
work-mcp2k-r2probe	398191	22	18255	1	0	0	0	nu-candidate	431.5	424.0	0.94	586	1.1	5	1.17	0.0	0.0	0.5	0
work-mcp2k-r2probe	398301	8	18255	1	1	0	0	STM	182.1	187.6	0.91	223	0.75	6	0.83	0.0	0.0	0.0	0
work-mcp2k-r2probe	399073	18	18255	1	1	0	0	STM	450.8	467.3	0.91	662	0.56	6	0.61	0.0	0.0	0.0	0
work-mcp2k-r2probe	399139	25	18255	1	1	0	0	STM	378.2	387.3	0.91	534	1.01	5	1.11	0.0	0.0	0.1	0
work-mcp2k-r2probe	399941	7	18255	1	1	0	0	STM	119.2	120.3	0.94	116	1.63	5	1.73	0.0	0.0	0.1	0
work-mcp2k-r2probe	400349	20	18255	1	1	0	0	STM	95.9	85.8	1.08	63	0.91	5	0.84	0.0	0.0	0.0	0
work-mcp2k-r2probe	403023	11	18255	1	0	0	0	nu-candidate	182.7	82.4	0.99	58	0.95	5	0.96	0.0	0.0	0.0	0
work-mcp2k-r2probe	404299	18	18255	1	1	0	0	STM	225.4	233.7	0.95	299	0.98	6	1.04	0.0	0.0	0.0	0
work-mcp2k-r2probe	406257	12	18255	1	1	0	0	STM	82.2	73.8	1.0	47	0.89	6	0.89	0.0	0.0	0.0	0
work-mcp2k-r2probe	407798	28	?	?	?	?	?	?	0.0	150.9	0.96	165	1.14	5	1.19	0.0	0.0	0.5	0
work-mcp2k-r2probe	409052	17	18255	1	0	0	0	nu-candidate	161.6	162.8	1.03	182	1.03	5	1.0	0.0	0.0	0.1	0
work-mcp2k-r2probe	409184	6	18255	1	1	0	0	STM	109.1	109.0	0.97	100	0.97	6	1.0	0.0	0.0	0.2	0
work-mcp2k-r2probe	410148	11	18255	1	1	0	0	STM	125.7	124.6	0.98	125	1.06	6	1.07	0.0	0.0	0.1	0
work-mcp2k-r2probe	410328	16	18255	1	1	0	0	STM	127.1	121.2	0.94	121	0.81	5	0.85	0.0	0.0	0.0	0
work-mcp2k-r2probe	410658	11	18255	1	1	0	0	STM	133.0	116.0	0.78	111	0.89	5	1.14	0.0	0.0	0.0	0
work-mcp2k-r2probe	412088	6	18255	1	1	0	0	STM	195.6	179.6	0.93	205	1.11	5	1.19	0.0	0.0	0.2	0
work-mcp2k-r2probe	414240	17	18255	1	0	0	0	nu-candidate	344.9	314.0	0.93	419	1.02	5	1.1	0.0	0.0	0.0	0
work-mcp2k-r2probe	414592	15	18255	1	1	0	0	STM	116.3	117.4	0.93	112	1.08	5	1.16	0.0	0.0	0.4	0
work-mcp2k-r2probe	415256	15	18255	1	1	0	0	STM	122.5	123.5	0.96	122	0.94	5	0.98	0.0	0.0	0.1	0
work-mcp2k-r2probe	415890	10	18255	1	1	0	0	STM	123.8	111.5	0.97	101	0.88	6	0.91	0.0	0.0	0.2	0
work-mcp2k-r2probe	415912	1	18255	1	1	0	0	STM	139.7	145.3	0.97	159	1.41	5	1.45	0.0	0.0	0.2	0
work-mcp2k-r2probe	417100	25	18255	1	0	0	0	nu-candidate	156.3	159.3	0.92	182	0.88	5	0.95	0.0	0.0	0.1	0
work-mcp2k-r2probe	480068	13	18255	1	1	0	0	STM	92.4	75.8	0.91	50	0.88	5	0.96	0.0	0.0	0.1	0
work-mcp2k-r2probe	495859	21	18255	1	1	0	0	STM	251.1	230.1	0.94	293	1.38	6	1.47	0.0	0.0	0.5	0
work-mcp2k-r2probe	502283	2	18255	1	1	0	0	STM	103.4	103.6	0.98	88	0.88	5	0.89	0.0	0.0	0.0	0
work-nuecc48-r2probe	54095	17	18259	1	0	0	0	nu-candidate	168.5	129.0	3.46	128	0.52	5	0.15	0.0	0.0	0.0	0
work-nuecc48-r2probe	389538	11	18255	1	0	0	0	nu-candidate	221.1	166.0	0.91	193	1.17	6	1.28	0.0	0.0	0.2	0
