arm	evt	cid	run	subrun	stm	tgm	fc	label	length	ex	ey	ez	sx	sy	sz	chord	cos_y	rejected
work-mcp2k-d94probe	70574	15	18255	1	1	0	0	STM	105.5	65.6	-198.5	161.3	17.4	-118.8	208.3	104.4	0.764	0
work-mcp2k-d94probe	70744	18	18255	1	1	0	0	STM	10.9	-76.2	-10.7	2.7	-83.3	-17.6	6.1	10.4	-0.663	0
work-mcp2k-d94probe	70816	9	18255	1	1	0	0	STM	261.9	-141.5	199.4	193.7	-147.2	55.7	409.6	259.4	-0.554	0
work-mcp2k-d94probe	71466	9	18255	1	1	0	0	STM	186.7	-19.5	-133.5	2.3	32.0	-193.1	129.8	149.8	-0.398	0
work-mcp2k-d94probe	71558	14	18255	1	1	0	0	STM	151.8	38.0	2.4	1.2	32.2	-48.8	143.3	151.2	-0.339	0
work-mcp2k-d94probe	71681	12	?	?	?	?	?	?	0.0	-109.6	199.4	202.0	-114.1	187.4	203.9	13.0	-0.924	0
work-mcp2k-d94probe	72055	14	18255	1	0	0	0	nu-candidate	282.7	-201.2	-163.2	233.6	-171.2	-144.7	8.3	228.1	0.082	0
work-mcp2k-d94probe	72092	23	18255	1	1	0	0	STM	135.8	-158.4	-80.0	1.0	-110.0	-128.7	117.8	135.6	-0.36	0
work-mcp2k-d94probe	72099	12	18255	1	0	0	0	nu-candidate	191.4	181.1	199.6	440.3	65.2	69.4	363.9	190.2	-0.684	0
work-mcp2k-d94probe	72236	2	18255	1	1	0	0	STM	36.6	-197.3	-198.8	354.9	-187.1	-172.5	376.3	35.3	0.743	0
work-mcp2k-d94probe	72275	15	18255	1	0	0	0	nu-candidate	314.3	102.7	67.8	500.0	74.3	90.5	198.8	303.3	0.075	0
work-mcp2k-d94probe	72298	15	18255	1	1	0	0	STM	67.2	-150.0	-198.9	230.0	-136.1	-192.1	233.9	16.0	0.423	0
work-mcp2k-d94probe	73038	18	18255	1	1	0	0	STM	226.1	200.7	-55.1	81.7	25.4	-118.5	162.6	203.3	-0.312	0
work-mcp2k-d94probe	73068	15	18255	1	1	0	0	STM	116.5	-91.2	165.8	1.1	-85.2	131.0	47.8	58.5	-0.594	0
work-mcp2k-d94probe	73688	16	18255	1	0	0	0	nu-candidate	338.5	8.0	56.8	498.1	-55.4	74.0	171.8	332.8	0.052	0
work-mcp2k-d94probe	73926	7	18255	1	1	0	0	STM	169.2	201.1	-153.0	80.3	129.8	-85.8	178.7	138.9	0.484	0
work-mcp2k-d94probe	74326	10	18255	1	0	0	0	nu-candidate	167.8	57.3	95.9	499.4	65.2	108.7	392.4	108.0	0.119	0
work-mcp2k-d94probe	74849	15	18255	1	1	0	0	STM	92.6	-192.0	-116.7	1.0	-125.7	-85.7	56.7	92.0	0.337	0
work-mcp2k-d94probe	75334	21	18255	1	1	0	0	STM	271.1	199.7	147.9	4.3	46.8	121.5	202.6	251.8	-0.105	0
work-mcp2k-d94probe	76147	5	18255	1	1	0	0	STM	363.8	201.2	79.0	212.5	-16.2	-195.4	307.1	362.7	-0.757	0
work-mcp2k-d94probe	76631	5	18255	1	1	0	0	STM	195.6	-8.4	199.0	70.8	-113.4	159.9	217.2	184.4	-0.212	0
work-mcp2k-d94probe	76910	10	18255	1	1	0	0	STM	114.3	-201.2	-103.9	102.8	-149.1	-148.8	160.6	89.8	-0.5	0
work-mcp2k-d94probe	77885	10	18255	1	1	0	0	STM	98.9	-201.1	148.3	292.4	-161.5	142.5	328.4	53.8	-0.107	0
work-mcp2k-d94probe	77922	17	18255	1	1	0	0	STM	133.8	-29.4	-196.5	252.3	46.1	-140.1	305.5	108.2	0.521	0
work-mcp2k-d94probe	78032	13	18255	1	1	0	0	STM	422.0	-66.0	199.5	215.5	-54.5	-151.7	444.5	419.4	-0.837	0
work-mcp2k-d94probe	78523	13	18255	1	1	0	0	STM	40.6	-150.9	-82.7	1.0	-147.0	-91.4	39.4	39.6	-0.219	0
work-mcp2k-d94probe	79220	10	18255	1	1	0	0	STM	125.2	-164.7	-23.4	1.1	-146.3	-10.3	123.3	124.3	0.105	0
work-mcp2k-d94probe	79220	16	?	?	?	?	?	?	0.0	-160.5	-25.6	1.1	-149.1	-27.6	20.6	22.6	-0.09	0
work-mcp2k-d94probe	79330	12	18255	1	1	0	0	STM	380.7	55.6	-129.0	0.3	-19.6	-15.8	309.5	337.8	0.335	0
work-mcp2k-d94probe	79616	18	18255	1	0	0	0	nu-candidate	328.9	172.0	136.6	500.1	132.8	130.1	174.2	328.3	-0.02	0
work-mcp2k-d94probe	79711	16	18255	1	1	0	0	STM	56.2	-41.9	-88.4	2.3	-82.9	-68.4	21.9	49.7	0.403	0
work-mcp2k-d94probe	79755	6	18255	1	1	0	0	STM	483.5	-201.4	-23.0	27.1	-47.2	14.3	481.7	481.5	0.077	0
work-mcp2k-d94probe	80078	13	18255	1	1	0	0	STM	352.7	-197.7	-197.0	1.2	-71.1	-105.8	277.4	317.2	0.287	0
work-mcp2k-d94probe	81310	17	18255	1	1	0	0	STM	282.1	-87.0	46.4	0.9	-185.6	38.2	263.9	281.0	-0.029	0
work-mcp2k-d94probe	82102	10	18255	1	1	0	0	STM	482.0	-123.6	44.3	0.9	74.5	-68.0	360.5	425.7	-0.264	0
work-mcp2k-d94probe	82608	14	18255	1	1	0	0	STM	399.9	200.5	126.4	47.8	-196.6	167.4	61.6	399.4	0.103	0
work-mcp2k-d94probe	92310	6	18255	1	1	0	0	STM	178.2	-199.9	127.2	308.6	-85.3	105.3	375.1	134.3	-0.163	0
work-mcp2k-d94probe	92552	3	18255	1	1	0	0	STM	33.6	184.9	172.1	497.0	177.3	188.4	479.0	25.5	0.638	0
work-mcp2k-d94probe	93105	9	18255	1	0	0	0	nu-candidate	203.8	43.8	199.4	372.2	116.1	100.8	298.6	142.7	-0.691	0
work-mcp2k-d94probe	93325	4	18255	1	1	0	0	STM	85.1	78.4	-121.8	0.1	92.5	-154.4	76.6	84.4	-0.386	0
work-mcp2k-d94probe	93655	6	18255	1	1	0	0	STM	50.8	-12.7	-196.0	500.9	-10.5	-183.4	461.7	41.3	0.304	0
work-mcp2k-d94probe	93875	8	18255	1	1	0	0	STM	54.5	169.9	-58.7	0.2	137.6	-71.3	30.6	46.1	-0.273	0
work-mcp2k-d94probe	94007	20	18255	1	-1	-1	-1	not-tagged	33.1	-201.2	-76.6	325.7	-198.8	-30.6	346.2	50.4	0.912	0
work-mcp2k-d94probe	95173	12	18255	1	1	0	0	STM	187.2	30.4	15.5	0.4	90.9	-17.7	172.5	185.4	-0.179	0
work-mcp2k-d94probe	95305	14	18255	1	1	0	0	STM	113.4	164.5	73.3	0.1	106.8	90.8	57.6	83.3	0.211	0
work-mcp2k-d94probe	95327	7	18255	1	1	0	0	STM	146.6	-3.8	-38.8	4.3	22.4	-151.8	91.7	145.3	-0.778	0
work-mcp2k-d94probe	95371	9	18255	1	1	0	0	STM	137.2	-153.6	199.2	398.8	-45.3	127.1	361.2	135.4	-0.532	0
work-mcp2k-d94probe	95500	15	18255	1	1	0	0	STM	177.9	-19.9	56.0	2.5	-36.2	100.8	172.6	176.7	0.254	0
work-mcp2k-d94probe	95503	13	18255	1	1	0	0	STM	206.3	69.0	-45.7	0.4	38.2	92.3	82.4	163.5	0.844	0
work-mcp2k-d94probe	95800	20	18259	1	1	0	0	STM	132.9	131.2	20.5	0.2	187.4	20.4	119.3	131.7	-0.001	0
work-mcp2k-d94probe	95933	18	18255	1	1	0	0	STM	50.2	201.2	-99.2	408.2	183.2	-136.1	435.0	49.0	-0.752	0
work-mcp2k-d94probe	96042	11	18259	1	1	0	0	STM	103.8	96.3	-198.7	412.5	149.4	-113.8	390.3	102.5	0.828	0
work-mcp2k-d94probe	96218	6	18259	1	1	0	0	STM	56.6	-81.5	-146.9	1.8	-65.0	-158.3	49.5	51.7	-0.221	0
work-mcp2k-d94probe	96944	12	18259	1	1	0	0	STM	19.6	146.2	-30.0	0.0	155.7	-22.1	14.1	18.8	0.423	0
work-mcp2k-d94probe	96977	17	18255	1	1	0	0	STM	107.9	-148.9	7.8	1.0	-111.3	20.5	101.1	107.7	0.118	0
work-mcp2k-d94probe	97010	21	18259	1	0	0	0	nu-candidate	137.9	-66.2	199.5	268.6	-71.5	137.8	287.9	64.9	-0.951	0
work-mcp2k-d94probe	97304	21	18255	1	1	0	0	STM	106.6	-66.9	199.5	432.4	-52.0	185.3	441.8	22.6	-0.627	0
work-mcp2k-d94probe	97407	11	18255	1	1	0	0	STM	72.4	88.4	-60.5	0.0	73.1	-20.4	38.1	57.4	0.699	0
work-mcp2k-d94probe	98111	10	18255	1	1	0	0	STM	57.7	201.3	-158.2	176.8	180.3	-169.9	221.6	50.9	-0.231	0
work-mcp2k-d94probe	98441	13	18255	1	1	0	0	STM	341.8	-41.6	-35.5	3.3	-186.1	-23.4	311.7	340.8	0.036	0
work-mcp2k-d94probe	98452	6	18255	1	0	0	0	nu-candidate	186.9	56.8	48.7	498.7	66.9	49.2	323.4	175.6	0.003	0
work-mcp2k-d94probe	98660	23	18259	1	1	0	0	STM	75.4	130.8	199.6	354.4	143.6	192.1	351.4	15.1	-0.491	0
work-mcp2k-d94probe	98756	9	18255	1	1	0	0	STM	167.5	-85.9	128.2	1.1	-9.5	134.2	148.9	166.5	0.036	0
work-mcp2k-d94probe	98870	10	18255	1	1	0	0	STM	176.4	14.4	4.3	496.9	2.5	174.8	459.2	175.0	0.974	0
work-mcp2k-d94probe	99078	22	?	?	?	?	?	?	0.0	-201.4	192.5	440.1	-192.0	179.5	436.1	16.6	-0.786	0
work-mcp2k-d94probe	99218	15	18255	1	1	0	0	STM	114.4	-171.4	-102.7	1.0	-153.3	-43.3	73.0	95.0	0.625	0
work-mcp2k-d94probe	99376	6	18255	1	1	0	0	STM	29.9	88.9	199.6	25.3	83.8	178.0	44.1	29.1	-0.743	0
work-mcp2k-d94probe	100032	9	18255	1	1	0	0	STM	208.6	-141.6	-80.7	0.9	-18.7	-142.6	157.3	208.4	-0.297	0
work-mcp2k-d94probe	100190	22	18255	1	1	0	0	STM	129.2	201.2	-20.0	260.4	136.1	-16.7	307.6	80.5	0.041	0
work-mcp2k-d94probe	100200	3	18259	1	1	0	0	STM	37.1	-77.6	-199.0	458.3	-108.9	-186.8	470.6	35.8	0.343	0
work-mcp2k-d94probe	100728	9	18259	1	1	0	0	STM	203.1	201.2	136.8	419.6	187.1	140.2	258.5	161.7	0.021	0
work-mcp2k-d94probe	101873	7	18255	1	1	0	0	STM	374.1	-95.8	-161.4	1.0	-60.3	-140.8	372.2	373.4	0.055	0
work-mcp2k-d94probe	102082	3	18255	1	1	0	0	STM	116.9	-197.7	-89.9	464.9	-90.1	-127.4	487.1	116.1	-0.324	0
work-mcp2k-d94probe	102940	17	18255	1	1	0	0	STM	466.4	49.9	199.8	20.6	80.5	84.9	408.2	405.4	-0.284	0
work-mcp2k-d94probe	103567	11	18255	1	1	0	0	STM	105.3	195.2	-198.7	292.2	167.5	-164.4	334.0	60.8	0.564	0
work-mcp2k-d94probe	104260	4	18255	1	1	0	0	STM	114.3	80.2	199.4	94.6	49.8	138.1	44.5	84.8	-0.723	0
work-mcp2k-d94probe	105074	23	18255	1	0	0	0	nu-candidate	442.8	-133.3	108.3	1.2	-106.3	170.6	437.8	441.9	0.141	0
work-mcp2k-d94probe	105404	4	18255	1	1	0	0	STM	104.6	-119.9	199.3	178.2	-123.3	138.0	173.4	61.5	-0.995	0
work-mcp2k-d94probe	155829	2	18259	1	1	0	0	STM	108.9	-35.1	-92.8	2.1	-33.0	-96.4	11.7	10.5	-0.345	0
work-mcp2k-d94probe	157215	18	?	?	?	?	?	?	0.0	-201.1	72.3	297.8	-151.0	0.5	105.9	211.0	-0.341	0
work-mcp2k-d94probe	157413	12	18259	1	1	0	0	STM	207.9	-194.1	-18.2	0.8	-118.5	110.7	144.1	207.0	0.623	0
work-mcp2k-d94probe	158579	9	18259	1	1	0	0	STM	20.2	201.4	51.3	474.6	194.9	42.5	486.6	16.2	-0.54	0
work-mcp2k-d94probe	158689	8	18259	1	1	0	0	STM	309.7	-51.9	146.3	497.9	-60.6	159.7	194.3	304.0	0.044	0
work-mcp2k-d94probe	159371	3	18259	1	1	0	0	STM	12.1	-34.0	199.3	476.1	-40.0	191.0	479.0	10.6	-0.774	0
work-mcp2k-d94probe	159635	9	18259	1	1	0	0	STM	140.3	-44.2	37.0	1.1	-124.1	2.3	52.5	101.2	-0.344	0
work-mcp2k-d94probe	160119	6	18259	1	1	0	0	STM	41.8	-201.3	69.6	127.3	-181.0	102.9	137.0	40.2	0.829	0
work-mcp2k-d94probe	162891	18	18259	1	1	0	0	STM	179.3	-201.2	77.8	305.2	-126.3	83.1	463.8	175.4	0.03	0
work-mcp2k-d94probe	164466	7	18259	1	1	0	0	STM	118.7	78.3	199.6	388.1	30.9	149.3	330.5	90.0	-0.559	0
work-mcp2k-d94probe	164849	5	18259	1	1	0	0	STM	22.5	201.4	-177.6	41.1	192.4	-169.6	58.3	21.0	0.382	0
work-mcp2k-d94probe	165547	11	18259	1	1	0	0	STM	232.1	-109.8	-2.8	1.5	-76.4	-156.6	170.6	231.0	-0.666	0
work-mcp2k-d94probe	166185	8	18259	1	1	0	0	STM	69.3	18.1	199.2	32.8	11.9	139.7	54.5	63.7	-0.935	0
work-mcp2k-d94probe	166251	7	18259	1	1	0	0	STM	66.4	-190.7	159.5	500.8	-192.1	94.2	498.2	65.4	-0.999	0
work-mcp2k-d94probe	166295	13	18259	1	1	0	0	STM	75.9	0.7	195.1	499.6	46.1	154.4	464.1	70.5	-0.577	0
work-mcp2k-d94probe	166908	9	18259	1	1	0	0	STM	333.7	198.5	141.0	500.1	173.2	-139.8	346.0	321.3	-0.874	0
work-mcp2k-d94probe	167329	18	18259	1	1	0	0	STM	58.4	-98.0	-29.8	0.9	-82.7	-31.7	56.5	57.7	-0.033	0
work-mcp2k-d94probe	167461	6	18259	1	1	0	0	STM	219.9	10.1	163.4	0.9	51.9	144.4	202.5	206.7	-0.092	0
work-mcp2k-d94probe	167612	14	18259	1	1	0	0	STM	73.1	106.4	-62.3	0.1	130.7	-140.7	82.3	116.2	-0.675	0
work-mcp2k-d94probe	168077	9	18259	1	1	0	0	STM	96.9	-201.0	-78.8	59.8	-138.0	-110.0	23.6	79.1	-0.394	0
work-mcp2k-d94probe	168822	6	18259	1	1	0	0	STM	157.4	-201.4	-63.8	154.9	-188.7	-124.0	298.1	155.8	-0.386	0
work-mcp2k-d94probe	169160	10	18259	1	1	0	0	STM	89.9	-91.9	-122.5	500.2	-80.9	-108.1	445.1	58.1	0.249	0
work-mcp2k-d94probe	169900	15	18259	1	1	0	0	STM	41.6	-61.2	192.8	0.9	-88.0	184.9	11.4	29.9	-0.263	0
work-mcp2k-d94probe	170739	15	18259	1	1	0	0	STM	54.4	-14.5	-103.2	2.8	9.8	-87.1	41.1	48.1	0.334	0
work-mcp2k-d94probe	171426	18	18259	1	1	0	0	STM	106.4	-201.4	49.5	242.0	-147.9	9.2	276.0	75.1	-0.537	0
work-mcp2k-d94probe	171778	1	18259	1	1	0	0	STM	29.8	-14.6	-195.8	417.4	-16.3	-176.3	437.7	28.3	0.691	0
work-mcp2k-d94probe	171792	12	18259	1	1	0	0	STM	41.4	153.0	15.3	0.1	170.2	35.4	30.6	40.4	0.498	0
work-mcp2k-d94probe	172262	31	?	?	?	?	?	?	0.0	118.0	37.8	0.4	63.9	53.4	182.0	190.1	0.082	0
work-mcp2k-d94probe	172298	5	18259	1	1	0	0	STM	165.6	-191.6	-174.4	1.3	-159.6	-132.5	157.1	164.5	0.255	0
work-mcp2k-d94probe	172397	14	18259	1	1	0	0	STM	305.5	-201.2	16.8	128.0	-93.7	-77.2	385.7	294.6	-0.319	0
work-mcp2k-d94probe	173048	17	18259	1	1	0	0	STM	270.7	136.5	-115.8	499.9	114.9	-32.3	249.7	264.7	0.316	0
work-mcp2k-d94probe	173054	12	18259	1	1	0	0	STM	111.4	55.5	-197.8	50.7	28.0	-94.4	41.4	107.4	0.963	0
work-mcp2k-d94probe	173086	11	18259	1	1	0	0	STM	86.9	201.3	-75.6	110.3	173.9	-5.1	149.4	85.2	0.828	0
work-mcp2k-d94probe	173180	15	18259	1	1	0	0	STM	557.0	-182.8	199.5	22.2	96.4	-195.4	295.8	555.6	-0.711	0
work-mcp2k-d94probe	173692	3	18259	1	1	0	0	STM	160.3	-192.0	192.8	0.9	-137.2	173.1	124.4	136.5	-0.144	0
work-mcp2k-d94probe	173869	12	18259	1	1	0	0	STM	161.9	41.9	72.8	0.2	67.6	82.0	158.7	160.9	0.057	0
work-mcp2k-d94probe	173906	9	18259	1	1	0	0	STM	128.8	5.8	199.2	251.5	90.4	158.3	336.6	126.8	-0.323	0
work-mcp2k-d94probe	173906	13	?	?	?	?	?	?	0.0	-4.9	199.5	257.2	-22.1	192.9	234.1	29.5	-0.225	0
work-mcp2k-d94probe	173915	19	18259	1	1	0	0	STM	251.5	-201.3	15.0	125.5	-131.3	3.1	358.4	243.5	-0.049	0
work-mcp2k-d94probe	174000	12	18259	1	1	0	0	STM	58.1	167.0	199.9	172.3	171.6	182.0	226.1	56.9	-0.315	0
work-mcp2k-d94probe	174230	10	18259	1	1	0	0	STM	293.3	-63.2	-198.1	178.5	-118.9	-159.4	379.9	212.5	0.182	0
work-mcp2k-d94probe	174311	3	18259	1	0	0	0	nu-candidate	84.9	-73.8	62.1	500.1	-84.5	0.4	444.6	83.7	-0.737	0
work-mcp2k-d94probe	174311	9	18259	1	1	0	0	STM	93.6	201.1	53.4	137.2	152.4	11.6	174.7	74.4	-0.563	0
work-mcp2k-d94probe	174465	18	18259	1	1	0	0	STM	83.9	-201.1	59.5	172.0	-195.7	60.2	185.7	14.7	0.048	0
work-mcp2k-d94probe	174551	7	18259	1	1	0	0	STM	52.9	201.3	-195.5	94.8	168.3	-165.8	121.0	51.6	0.577	0
work-mcp2k-d94probe	174573	21	18259	1	1	0	0	STM	187.8	-199.0	-95.9	104.6	-23.7	-123.6	156.9	185.0	-0.15	0
work-mcp2k-d94probe	174704	8	18259	1	1	0	0	STM	192.4	163.3	17.5	0.2	165.5	43.2	189.8	191.3	0.134	0
work-mcp2k-d94probe	174736	13	18259	1	1	0	0	STM	200.3	-7.7	-78.4	2.9	101.5	-117.5	107.8	156.4	-0.25	0
work-mcp2k-d94probe	174839	12	18259	1	1	0	0	STM	23.8	49.9	78.2	0.4	42.9	66.3	16.5	21.2	-0.563	0
work-mcp2k-d94probe	175057	13	18259	1	0	0	0	nu-candidate	224.2	176.0	-38.9	500.1	129.6	-25.0	285.1	220.4	0.063	0
work-mcp2k-d94probe	175931	11	18259	1	1	0	0	STM	40.4	139.8	199.7	246.6	152.2	171.9	239.1	31.3	-0.887	0
work-mcp2k-d94probe	175959	19	?	?	?	?	?	?	0.0	38.8	-198.7	348.7	5.5	-134.6	176.4	186.8	0.343	0
work-mcp2k-d94probe	176150	8	18259	1	0	0	0	nu-candidate	133.6	-43.9	-0.6	1.3	-89.7	85.9	91.0	132.8	0.651	0
work-mcp2k-d94probe	176159	11	18259	1	1	0	0	STM	171.2	185.4	-198.6	423.9	78.6	-74.9	457.2	166.8	0.742	0
work-mcp2k-d94probe	176399	9	18259	1	1	0	0	STM	42.7	200.9	-83.1	196.5	184.8	-95.0	208.9	23.5	-0.505	0
work-mcp2k-d94probe	176628	23	18259	1	1	0	0	STM	69.2	201.2	56.2	384.4	191.7	74.7	365.6	28.1	0.658	0
work-mcp2k-d94probe	176731	5	18259	1	1	0	0	STM	80.9	-199.0	-89.6	479.9	-130.5	-61.2	449.6	80.1	0.354	0
work-mcp2k-d94probe	176951	7	18259	1	1	0	0	STM	131.2	67.7	9.0	0.6	-7.4	10.4	101.4	125.7	0.011	0
work-mcp2k-d94probe	177102	9	18259	1	1	0	0	STM	238.5	44.5	-197.8	120.5	54.7	-83.4	327.4	236.6	0.483	0
work-mcp2k-d94probe	177530	10	18259	1	1	0	0	STM	83.9	-201.2	110.4	109.9	-192.0	96.0	115.2	17.9	-0.804	0
work-mcp2k-d94probe	177873	2	18259	1	1	0	0	STM	41.3	-201.2	74.7	77.5	-187.7	39.1	65.8	39.9	-0.894	0
work-mcp2k-d94probe	178146	4	18259	1	1	0	0	STM	128.8	-201.2	-161.6	208.4	-125.3	-163.6	205.9	75.9	-0.026	0
work-mcp2k-d94probe	178328	13	18259	1	1	0	0	STM	163.0	201.4	-138.1	122.1	172.8	-68.9	266.1	162.3	0.426	0
work-mcp2k-d94probe	178476	4	18259	1	1	0	0	STM	130.0	-175.1	-199.5	177.2	-177.6	-189.4	265.0	88.4	0.115	0
work-mcp2k-d94probe	178577	11	18259	1	1	0	0	STM	122.9	55.0	-141.5	499.7	44.3	-188.3	467.4	57.8	-0.809	0
work-mcp2k-d94probe	178931	1	18259	1	1	0	0	STM	142.7	-86.0	-174.7	1.0	-123.1	-185.0	125.7	130.5	-0.079	0
work-mcp2k-d94probe	179325	12	18259	1	1	0	0	STM	73.1	-51.5	38.2	1.0	-38.2	46.8	71.2	71.9	0.119	0
work-mcp2k-d94probe	179928	5	18259	1	1	0	0	STM	91.8	59.8	-88.7	0.4	84.0	-62.9	84.0	90.7	0.284	0
work-mcp2k-d94probe	180117	12	18259	1	0	0	0	nu-candidate	419.6	75.0	-163.6	500.1	-182.0	-25.0	231.8	396.6	0.35	0
work-mcp2k-d94probe	180462	8	18259	1	1	0	0	STM	106.3	131.7	53.8	500.1	157.7	-11.5	451.1	85.6	-0.762	0
work-mcp2k-d94probe	180777	7	18259	1	1	0	0	STM	56.8	201.3	-158.4	104.5	198.5	-183.4	62.2	49.2	-0.506	0
work-mcp2k-d94probe	181094	10	18259	1	1	0	0	STM	301.9	23.7	44.7	0.8	-12.3	22.0	274.5	277.0	-0.082	0
work-mcp2k-d94probe	181402	11	18259	1	1	0	0	STM	78.5	-44.9	199.2	28.4	-39.1	187.0	32.4	14.1	-0.865	0
work-mcp2k-d94probe	237380	2	18259	1	0	0	0	nu-candidate	22.4	-201.4	-61.4	273.3	-192.1	-61.9	258.7	17.3	-0.028	0
work-mcp2k-d94probe	237446	12	18259	1	0	0	0	nu-candidate	60.5	201.2	-197.5	231.0	194.0	-185.8	192.5	40.8	0.286	0
work-mcp2k-d94probe	240306	16	18259	1	1	0	0	STM	35.4	7.6	-195.1	3.2	9.1	-168.7	24.9	34.2	0.772	0
work-mcp2k-d94probe	242858	10	18259	1	1	0	0	STM	320.8	201.3	-39.7	3.6	70.5	15.9	289.9	319.5	0.174	0
work-mcp2k-d94probe	273845	8	18255	1	1	0	0	STM	124.0	-157.0	199.5	408.0	-182.0	120.2	394.2	84.3	-0.941	0
work-mcp2k-d94probe	274681	11	18255	1	1	0	0	STM	56.5	159.6	-198.7	100.9	174.3	-181.1	110.0	24.7	0.713	0
work-mcp2k-d94probe	275451	6	18255	1	1	0	0	STM	21.8	200.3	103.7	227.1	184.2	108.0	237.7	19.7	0.219	0
work-mcp2k-d94probe	275825	17	18255	1	1	0	0	STM	89.4	-144.1	-198.7	296.0	-127.8	-170.8	313.4	36.7	0.76	0
work-mcp2k-d94probe	276309	4	18255	1	1	0	0	STM	72.4	-59.7	159.7	497.3	-76.5	177.3	449.1	54.0	0.326	0
work-mcp2k-d94probe	277189	12	18255	1	1	0	0	STM	348.6	88.6	130.3	0.3	139.7	-6.6	288.2	322.9	-0.424	0
work-mcp2k-d94probe	277277	3	18255	1	1	0	0	STM	101.7	-201.1	48.8	322.4	-192.3	52.4	339.5	19.5	0.183	0
work-mcp2k-d94probe	279713	11	18255	1	1	0	0	STM	168.0	46.0	-64.2	1.1	21.0	21.6	112.6	142.9	0.601	0
work-mcp2k-d94probe	280159	12	18255	1	0	0	0	nu-candidate	226.3	-162.2	191.1	500.5	-180.0	157.1	346.1	159.1	-0.214	0
work-mcp2k-d94probe	280225	15	18255	1	1	0	0	STM	119.4	37.5	-190.5	0.0	-26.1	-125.6	50.8	104.0	0.623	0
work-mcp2k-d94probe	281347	18	18255	1	1	0	0	STM	101.8	201.2	-193.5	69.9	150.3	-138.9	137.6	100.8	0.541	0
work-mcp2k-d94probe	282529	6	18255	1	1	0	0	STM	33.5	88.9	-198.6	427.0	77.9	-185.7	445.7	25.3	0.51	0
work-mcp2k-d94probe	283299	11	18255	1	0	0	0	nu-candidate	331.4	26.0	25.0	498.3	-20.0	20.2	222.3	279.8	-0.017	0
work-mcp2k-d94probe	283585	25	18255	1	1	0	0	STM	198.2	-180.0	44.0	0.8	-48.4	-15.9	120.6	187.7	-0.319	0
work-mcp2k-d94probe	283591	19	?	?	?	?	?	?	0.0	43.5	199.6	72.5	8.0	87.6	131.3	131.4	-0.853	0
work-mcp2k-d94probe	284866	5	18255	1	1	0	0	STM	30.7	-201.4	92.9	406.2	-185.9	101.0	427.9	27.9	0.291	0
work-mcp2k-d94probe	284971	3	18255	1	1	0	0	STM	91.6	-106.1	199.3	20.7	-92.0	119.1	54.2	88.1	-0.911	0
work-mcp2k-d94probe	285059	20	18255	1	1	0	0	STM	225.7	-126.9	199.5	159.2	-147.8	50.8	327.1	225.3	-0.66	0
work-mcp2k-d94probe	285521	31	18255	1	1	0	0	STM	45.4	110.3	11.5	0.2	108.8	16.5	44.1	44.2	0.113	0
work-mcp2k-d94probe	285724	14	18255	1	1	0	0	STM	73.5	201.4	97.5	112.3	199.0	69.8	147.2	44.6	-0.62	0
work-mcp2k-d94probe	286225	24	18255	1	1	0	0	STM	51.2	-201.1	171.8	433.8	-169.2	149.9	448.6	41.5	-0.527	0
work-mcp2k-d94probe	286582	15	18255	1	1	0	0	STM	478.2	-26.5	45.4	1.4	-35.1	-60.6	450.8	461.8	-0.229	0
work-mcp2k-d94probe	286670	13	18255	1	1	0	0	STM	13.5	-189.5	-199.2	216.4	-189.0	-196.5	204.8	11.9	0.229	0
work-mcp2k-d94probe	287132	15	18255	1	1	0	0	STM	107.5	161.2	-52.7	0.4	177.8	-70.3	98.6	101.2	-0.175	0
work-mcp2k-d94probe	288056	13	18255	1	1	0	0	STM	173.6	-55.8	-12.6	3.5	-115.3	4.7	128.8	139.8	0.124	0
work-mcp2k-d94probe	288914	13	18255	1	1	0	0	STM	172.2	201.3	-102.4	357.1	129.3	32.4	407.6	161.0	0.837	0
work-mcp2k-d94probe	289290	18	18255	1	1	0	0	STM	196.1	148.0	199.6	81.3	80.3	37.8	41.0	179.9	-0.899	0
work-mcp2k-d94probe	289840	19	18255	1	1	0	0	STM	135.0	-137.0	-88.1	0.8	-195.1	-89.9	66.5	87.7	-0.02	0
work-mcp2k-d94probe	290476	21	18255	1	1	0	0	STM	359.9	6.0	-193.4	1.0	70.6	-33.0	311.4	355.3	0.451	0
work-mcp2k-d94probe	290676	9	18255	1	1	0	0	STM	118.7	152.4	-198.6	165.2	135.1	-98.3	174.1	102.2	0.982	0
work-mcp2k-d94probe	290740	15	18255	1	1	0	0	STM	266.4	201.1	96.8	6.1	62.5	-87.9	73.9	240.7	-0.768	0
work-mcp2k-d94probe	293492	15	18255	1	1	0	0	STM	115.8	91.7	-198.5	451.3	126.6	-137.9	416.6	78.0	0.776	0
work-mcp2k-d94probe	316043	14	18255	1	1	0	0	STM	226.3	108.4	-198.6	281.3	105.5	-33.0	395.3	201.1	0.824	0
work-mcp2k-d94probe	316879	14	18255	1	1	0	0	STM	115.2	-86.4	-42.2	0.7	-18.7	-42.0	93.6	115.0	0.002	0
work-mcp2k-d94probe	317341	20	18255	1	1	0	0	STM	348.7	93.5	62.8	1.0	-11.3	149.3	319.7	346.5	0.25	0
work-mcp2k-d94probe	317341	28	?	?	?	?	?	?	0.0	91.3	46.6	1.0	88.9	42.7	18.1	17.7	-0.22	0
