evt	arm	nJ	dM	dJ	sM	sJ	degJ	tier	snap	path	rms	verdict
411460	work-pr104-bare-mcp1k	1	12.191958469253926	11.840791806591886	2	0	1	None	0	2.3301586417987705	None	OK
412208	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
48367	work-pr104-bare-mcp1k	2	56.87957103134094	59.05241697938921	1	0	1	None	0	3.065627188646156	None	OK
486247	work-pr104-bare-mcp1k	0	14.35441608177748	None	None	None	None	None	0	None	None	-
486687	work-pr104-bare-mcp1k	1	0.0	2.307675435511466	1	0	1	None	0	2.3516964628351253	None	OK
487303	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
487853	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
488139	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
48895	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
489327	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
489503	work-pr104-bare-mcp1k	0	126.04117561088599	None	None	None	None	None	0	None	None	-
490581	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
490779	work-pr104-bare-mcp1k	1	0.0	3.4314917836390886	0	0	1	None	0	3.459956436965612	None	OK
490977	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
491483	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
492649	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
492913	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
493243	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
49951	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
50831	work-pr104-bare-mcp1k	0	7.1241283110928135	None	None	None	None	None	0	None	None	-
51051	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
51513	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
52657	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
52723	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
53361	work-pr104-bare-mcp1k	0	3.2507388916661917	None	None	None	None	None	0	None	None	-
53427	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
54175	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
54341	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
54351	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
55539	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
55627	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
55715	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
56211	work-pr104-bare-mcp1k	0	6.194399928016683	None	None	None	None	None	0	None	None	-
56243	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
57441	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
57485	work-pr104-bare-mcp1k	2	0.0	2.0735533677683455	3	0	1	None	0	2.0754465319079243	None	OK
57575	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
57661	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
57903	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
58321	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
58345	work-pr104-bare-mcp1k	0	46.4259146304647	None	None	None	None	None	0	None	None	-
58607	work-pr104-bare-mcp1k	1	3.797251833788069	0.0	2	0	1	None	0	3.9120070021819653	None	MISS
58653	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
59003	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
59025	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
59085	work-pr104-bare-mcp1k	1	4.939745716876928	4.488332064704455	0	0	1	None	0	0.6805619025334884	None	OK
59093	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
59179	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
59335	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
59371	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
59685	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
59929	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
60017	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
60669	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
60933	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
61351	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
61417	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
61843	work-pr104-bare-mcp1k	0	12.279189805409699	None	None	None	None	None	0	None	None	-
62149	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
62281	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
62459	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
62495	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
62613	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
62721	work-pr104-bare-mcp1k	1	0.0	3.157240991282633	0	0	1	None	0	3.2795634325555683	None	OK
63163	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
63359	work-pr104-bare-mcp1k	1	0.0	3.555642361257796	0	1	2	None	0	3.748439977951643	None	OK
63427	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
63551	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
63559	work-pr104-bare-mcp1k	1	2.5028812584563935	0.0	1	0	1	None	0	3.0993956348364162	None	MISS
63603	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
63669	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
64409	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
64591	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
64717	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
64921	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
64959	work-pr104-bare-mcp1k	0	44.91854530013699	None	None	None	None	None	0	None	None	-
65025	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
65053	work-pr104-bare-mcp1k	0	10.742932201142285	None	None	None	None	None	0	None	None	-
65267	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
65289	work-pr104-bare-mcp1k	1	2.375448602905999	0.0	2	2	3	B	1	2.3812264329823347	0.8490903417545708	FIX
65295	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
66118	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
66272	work-pr104-bare-mcp1k	0	12.71694577470241	None	None	None	None	None	0	None	None	-
66646	work-pr104-bare-mcp1k	1	0.0	3.1929577445577415	1	0	1	None	0	3.195457121167698	None	OK
66712	work-pr104-bare-mcp1k	1	2.6242826312049954	0.0	1	2	3	B	1	3.2414373490265698	0.2748304716148094	FIX
67746	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
68648	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
68714	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
68978	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
71046	work-pr104-bare-mcp1k	1	0.0	3.5568793383007304	1	0	1	None	0	3.5671602055164575	None	OK
71178	work-pr104-bare-mcp1k	1	22.93956166640446	24.422840215734464	1	0	1	None	0	2.4762837204969994	None	OK
71222	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
71266	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
71640	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
72256	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
73004	work-pr104-bare-mcp1k	1	0.0	2.3299894149579274	2	0	1	None	0	2.394076338422156	None	OK
122660	work-pr104-bare-nuecc48	0	5.676050684895456	None	None	None	None	None	0	None	None	-
166870	work-pr104-bare-mcp1k	1	2.5930165664557494	0.0	2	0	1	None	0	2.650754298654816	None	MISS
278046	work-pr104-bare-mcp1k	1	14.92642405324156	15.20980420266957	3	0	1	None	0	2.426543062044882	None	OK
283040	work-pr104-bare-mcp1k	1	0.0	4.1722544702478235	1	0	1	None	0	4.335621063108755	None	OK
283091	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
284637	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
286353	work-pr104-bare-mcp1k	1	260.1399593985318	262.5487769145476	2	0	1	None	0	2.619650962486641	None	OK
291570	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
347129	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
400474	work-pr104-bare-nuecc48	0	0.0	None	None	None	None	None	0	None	None	-
406796	work-pr104-bare-mcp1k	1	0.0	2.325686695760199	2	0	1	None	0	2.343937010768364	None	OK
409546	work-pr104-bare-mcp1k	1	1.8621572578300778	0.0	0	1	2	None	0	1.8621572578300778	None	MISS
52085	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
59899	work-pr104-bare-mcp1k	0	7.271260976394709	None	None	None	None	None	0	None	None	-
61579	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
72586	work-pr104-bare-mcp1k	1	298.17542868295953	300.43974402925693	1	0	1	None	0	2.9033432713750074	None	OK
100222	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
100245	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
100421	work-vtx100-base-mcp2k	0	4.787376547889269	None	None	None	None	None	0	None	None	-
101004	work-vtx100-base-mcp2k	0	7.332108014855856	None	None	None	None	None	0	None	None	-
101224	work-vtx100-base-mcp2k	0	50.379318359345746	None	None	None	None	None	0	None	None	-
102247	work-vtx100-base-mcp2k	1	2.053520552109773	0.0	0	0	1	None	0	2.4440833885392954	None	MISS
103798	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
104260	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
104304	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
105140	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
105492	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
157281	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
161043	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
162143	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
165544	work-vtx100-base-mcp2k	0	19.647686551641108	None	None	None	None	None	0	None	None	-
165767	work-vtx100-base-mcp2k	2	17.234616924294254	19.352515103821	2	0	1	None	0	2.8485309330820083	None	OK
167351	work-vtx100-base-mcp2k	0	134.89172641814486	None	None	None	None	None	0	None	None	-
167744	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
168869	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
169152	work-vtx100-base-mcp2k	0	68.9752352008656	None	None	None	None	None	0	None	None	-
169240	work-vtx100-base-mcp2k	1	2.113157987560664	0.0	1	0	1	None	0	2.3424262697915923	None	MISS
169724	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
170274	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
170326	work-vtx100-base-mcp2k	1	2.187913935882702	1.4177307324937476	0	1	2	None	0	2.3626912442800965	None	MISS
171143	work-vtx100-base-mcp2k	1	0.0	3.5144824665444325	1	0	1	None	0	3.59440153908377	None	OK
171528	work-vtx100-base-mcp2k	0	33.37766266952112	None	None	None	None	None	0	None	None	-
171729	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
173093	work-vtx100-base-mcp2k	1	0.0	1.117967509153021	0	0	1	None	0	1.117967509153021	None	OK
173585	work-vtx100-base-mcp2k	1	4.700121833383018	0.0	0	1	2	None	0	4.923498516233154	None	MISS
173620	work-vtx100-base-mcp2k	1	15.10493531869733	13.100896877503892	0	1	2	None	0	3.5720784412062505	None	MISS
174795	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
174993	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
175057	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
176150	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
176533	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
176986	work-vtx100-base-mcp2k	1	21.960735578964645	22.592520012385638	0	0	1	None	0	1.0989424449261465	None	OK
177266	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
177360	work-vtx100-base-mcp2k	1	0.0	2.7394291884059854	0	0	1	None	0	3.1428845930035636	None	OK
177366	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
177939	work-vtx100-base-mcp2k	0	6.964719287425484	None	None	None	None	None	0	None	None	-
178535	work-vtx100-base-mcp2k	0	15.14797135416289	None	None	None	None	None	0	None	None	-
179048	work-vtx100-base-mcp2k	0	62.21313503057052	None	None	None	None	None	0	None	None	-
179246	work-vtx100-base-mcp2k	1	31.90864156372182	31.420016758366124	0	0	1	None	0	0.9946746683253991	None	OK
179604	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
179912	work-vtx100-base-mcp2k	0	5.2329371872847545	None	None	None	None	None	0	None	None	-
180117	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
180645	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
180698	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
237798	work-vtx100-base-mcp2k	2	0.0	4.142549758043867	2	0	1	None	0	4.407012593635371	None	OK
240636	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
242022	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
278509	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
279213	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
280709	work-vtx100-base-mcp2k	0	27.245682541751748	None	None	None	None	None	0	None	None	-
280945	work-vtx100-base-mcp2k	0	105.6621664826783	None	None	None	None	None	0	None	None	-
281567	work-vtx100-base-mcp2k	0	13.585808603375222	None	None	None	None	None	0	None	None	-
281781	work-vtx100-base-mcp2k	2	76.08124454526555	76.43476348098599	1	0	1	None	0	1.4287555297856727	None	OK
282491	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
282909	work-vtx100-base-mcp2k	2	12.19267826758155	12.451353049334209	2	0	1	None	0	3.9669219310627164	None	OK
283833	work-vtx100-base-mcp2k	0	28.13360159148198	None	None	None	None	None	0	None	None	-
283849	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
284047	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
284866	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
286296	work-vtx100-base-mcp2k	0	18.06110095517054	None	None	None	None	None	0	None	None	-
287374	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
287464	work-vtx100-base-mcp2k	0	3.8142730399718983	None	None	None	None	None	0	None	None	-
287638	work-vtx100-base-mcp2k	1	108.81646651689849	108.0339251930335	1	0	1	None	0	3.0752774719578277	None	MISS
289862	work-vtx100-base-mcp2k	0	14.520151594048206	None	None	None	None	None	0	None	None	-
293470	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
316197	work-vtx100-base-mcp2k	0	33.23337163833733	None	None	None	None	None	0	None	None	-
317077	work-vtx100-base-mcp2k	0	12.6878641560882	None	None	None	None	None	0	None	None	-
317407	work-vtx100-base-mcp2k	1	1.6233954287283523	0.0	2	0	1	None	0	1.7259079831472932	None	MISS
318021	work-vtx100-base-mcp2k	0	7.16912078963416	None	None	None	None	None	0	None	None	-
318549	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
318703	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
319475	work-vtx100-base-mcp2k	2	0.0	3.8754318699164485	3	0	1	None	0	3.952799140892677	None	OK
321169	work-vtx100-base-mcp2k	0	5.785203700399649	None	None	None	None	None	0	None	None	-
321235	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
321849	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
321937	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
321983	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
322707	work-vtx100-base-mcp2k	0	35.49639006569889	None	None	None	None	None	0	None	None	-
322907	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
323171	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
323369	work-vtx100-base-mcp2k	0	235.7358168327975	None	None	None	None	None	0	None	None	-
347890	work-vtx100-base-mcp2k	0	30.528588913753193	None	None	None	None	None	0	None	None	-
350354	work-vtx100-base-mcp2k	0	19.79981074263101	None	None	None	None	None	0	None	None	-
352664	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
355106	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
388323	work-vtx100-base-mcp2k	1	0.0	2.533062866530282	1	0	1	None	0	2.836690287069991	None	OK
389379	work-vtx100-base-mcp2k	0	155.593570594933	None	None	None	None	None	0	None	None	-
390370	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
390634	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
390810	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
391777	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
392891	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
393133	work-vtx100-base-mcp2k	1	31.95766527300442	31.84926656614285	0	0	1	None	0	0.16612374885754336	None	OK
393727	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
394407	work-vtx100-base-mcp2k	0	313.4723983988459	None	None	None	None	None	0	None	None	-
395277	work-vtx100-base-mcp2k	0	10.285581781434908	None	None	None	None	None	0	None	None	-
395597	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
395695	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
395837	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
396037	work-vtx100-base-mcp2k	0	33.73806679240244	None	None	None	None	None	0	None	None	-
396091	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
396355	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
396420	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
396761	work-vtx100-base-mcp2k	1	0.0	1.7502014319842298	1	0	1	None	0	1.7502014319842298	None	OK
396816	work-vtx100-base-mcp2k	0	10.06377802227347	None	None	None	None	None	0	None	None	-
396829	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
396882	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
397005	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
397379	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
397487	work-vtx100-base-mcp2k	0	5.819452583015954	None	None	None	None	None	0	None	None	-
397542	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
397927	work-vtx100-base-mcp2k	1	0.6920432265269512	0.0	1	1	2	None	0	0.692043226526951	None	MISS
400185	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
400779	work-vtx100-base-mcp2k	0	5.099535790198791	None	None	None	None	None	0	None	None	-
401241	work-vtx100-base-mcp2k	0	17.277144771355136	None	None	None	None	None	0	None	None	-
405707	work-vtx100-base-mcp2k	1	0.0	2.0869056552529934	0	2	3	A	1	2.09250010133034	None	BREAK
405927	work-vtx100-base-mcp2k	0	5.938155862692173	None	None	None	None	None	0	None	None	-
406125	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
406631	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
407534	work-vtx100-base-mcp2k	1	0.0	2.269968377605561	2	0	1	None	0	2.2778027410374944	None	OK
407886	work-vtx100-base-mcp2k	0	104.18811487638413	None	None	None	None	None	0	None	None	-
409052	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
409514	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
409624	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
409888	work-vtx100-base-mcp2k	1	3.95088616403117	7.36428741811735	1	0	1	None	0	4.913568145394295	None	OK
410566	work-vtx100-base-mcp2k	2	0.0	2.5911034165807916	2	0	1	None	0	2.706216717661909	None	OK
412612	work-vtx100-base-mcp2k	0	146.4497791398827	None	None	None	None	None	0	None	None	-
414024	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
414288	work-vtx100-base-mcp2k	0	4.6801697416584975	None	None	None	None	None	0	None	None	-
414306	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
417782	work-vtx100-base-mcp2k	0	10.983887200593099	None	None	None	None	None	0	None	None	-
473952	work-vtx100-base-mcp2k	1	1.5929620828650681	0.0	1	0	1	None	0	1.5979961871595334	None	MISS
474612	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
474678	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
477142	work-vtx100-base-mcp2k	1	67.51016151564085	68.8023352240409	2	0	1	None	0	2.8460471336065156	None	OK
478880	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
479650	work-vtx100-base-mcp2k	1	25.86163889001718	24.426997930554293	1	0	1	None	0	2.5554191347299113	None	MISS
480772	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
493659	work-vtx100-base-mcp2k	0	70.15237638327311	None	None	None	None	None	0	None	None	-
494847	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
497311	work-vtx100-base-mcp2k	0	145.6648615426977	None	None	None	None	None	0	None	None	-
497399	work-vtx100-base-mcp2k	0	121.19418035927274	None	None	None	None	None	0	None	None	-
499423	work-vtx100-base-mcp2k	1	41.3593933059254	40.68098607177441	0	0	2	None	0	3.896045255869786	None	MISS
499577	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
51128	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
51546	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
51868	work-vtx100-base-mcp2k	0	156.10033032561068	None	None	None	None	None	0	None	None	-
52044	work-vtx100-base-mcp2k	1	0.0	3.5998351044418584	1	1	3	None	0	3.7308017670430274	None	OK
52605	work-vtx100-base-mcp2k	2	29.78718539702359	31.591344200757113	1	0	1	None	0	2.5272646376870767	None	OK
52693	work-vtx100-base-mcp2k	1	0.0	0.3925078753078565	1	0	1	None	0	0.3925078753078565	None	OK
53658	work-vtx100-base-mcp2k	0	72.54556457535965	None	None	None	None	None	0	None	None	-
53881	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
55740	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
56763	work-vtx100-base-mcp2k	1	14.919730852507458	13.407634547769515	1	0	1	None	0	1.6388254846056638	None	MISS
56972	work-vtx100-base-mcp2k	0	36.89602117560029	None	None	None	None	None	0	None	None	-
57280	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
65266	work-vtx100-base-mcp2k	0	45.46760978462815	None	None	None	None	None	0	None	None	-
66872	work-vtx100-base-mcp2k	0	13.616738720893576	None	None	None	None	None	0	None	None	-
67942	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
68748	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
70010	work-vtx100-base-mcp2k	0	78.18052904175934	None	None	None	None	None	0	None	None	-
70472	work-vtx100-base-mcp2k	1	3.8143220278738945	0.0	1	0	1	None	0	4.1914162434339435	None	MISS
70538	work-vtx100-base-mcp2k	1	0.0	2.875903304470368	1	0	1	None	0	3.1575929931886195	None	OK
70612	work-vtx100-base-mcp2k	0	44.94847925871412	None	None	None	None	None	0	None	None	-
70766	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
71092	work-vtx100-base-mcp2k	0	7.775327213533051	None	None	None	None	None	0	None	None	-
72099	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
73688	work-vtx100-base-mcp2k	0	57.60774052652126	None	None	None	None	None	0	None	None	-
74146	work-vtx100-base-mcp2k	0	96.03030217233747	None	None	None	None	None	0	None	None	-
74270	work-vtx100-base-mcp2k	0	16.993533462231632	None	None	None	None	None	0	None	None	-
75316	work-vtx100-base-mcp2k	0	8.450767222752068	None	None	None	None	None	0	None	None	-
75554	work-vtx100-base-mcp2k	0	513.4538640697411	None	None	None	None	None	0	None	None	-
75729	work-vtx100-base-mcp2k	1	2.74820036265986	0.0	0	1	2	None	0	2.8140866963819327	None	MISS
75954	work-vtx100-base-mcp2k	1	0.0	3.6132919745163723	1	0	2	None	0	4.371668865203463	None	OK
76346	work-vtx100-base-mcp2k	1	14.880551609528082	12.731486249078799	1	0	1	None	0	2.660203178571301	None	MISS
76866	work-vtx100-base-mcp2k	0	19.959579288317826	None	None	None	None	None	0	None	None	-
77702	work-vtx100-base-mcp2k	1	0.0	4.1470792257663085	1	0	1	None	0	4.185663562442016	None	OK
90135	work-vtx100-base-mcp2k	1	0.0	1.9099996127038772	0	0	1	None	0	1.9109832720183637	None	OK
92904	work-vtx100-base-mcp2k	0	25.8246297426436	None	None	None	None	None	0	None	None	-
92992	work-vtx100-base-mcp2k	0	0.0	None	None	None	None	None	0	None	None	-
94546	work-vtx100-base-mcp2k	2	4.481325415531192	4.2422445817722805	1	0	1	None	0	2.3005326565718835	None	OK
95170	work-vtx100-base-mcp2k	1	68.70639802172037	70.05617448788719	1	0	1	None	0	1.363241548256992	None	OK
97062	work-vtx100-base-mcp2k	0	32.98571039643874	None	None	None	None	None	0	None	None	-
98294	work-vtx100-base-mcp2k	1	1.0908379885342139	1.3522408010805052	0	0	1	None	0	0.8294301391814242	None	OK
