event	sample	origin	bucket	pi0	tags	gain_ratio	in_merge	in_orphan	in_unowned	in_noop	out_mem	out_other	seed_out	n_showers_touched	sel_shower	has_pio	n_cands	vertex_how	vertex_dist	mass_axis	mass_vertex	reco_pio_mass	flags	confidence	verdict	note	manifest_note	why
291072	mcp2k	nuecc	1 under-clustered	-	tail | absorb-orphan | pid	0.065	0	2	0	0	0	0		1	21023	False	0							likely	under-clustered	[agent-bulk] nuecc, clean single-cone topology. Verdict shower 21023 (pdg 11, kine_charge 652.4 MeV, 31 seg, len 122.5) -- correction 17: it is the only pdg-11 shower in scope and the highest kine_charge object in the event, so no non-EM object was passed over. Vertex judged from vtx-az-055-el+20 and vtx-az+065-el+20 (r95 84 cm, event_half_span 105 cm, so no vtxz-* frames were produced and none were needed): the blue star sits exactly on the apex where the shower stem and the short hadronic prong meet, in both azimuths. Vertex is good. 21016 (pdg 2212, 12.5 cm, dist 0.0 / angle 0.0) is that hadronic prong on the far side of the vertex and is correctly left unowned -- the shower did not swallow the proton. UNDER-CLUSTERED, and the strongest single piece of evidence is a metric inversion, not the plot geometry: 73070 (cluster 73, pdg 11, 5.8 MeV) sits at 15.5 deg / 87.0 cm with metric 26.16 and is rejected, while accepted member 54046 sits at 9.7 deg / 124.9 cm with metric 27.13 -- a candidate strictly better on the display's own metric, inside the same envelope, left out. 72069 (cluster 72, pdg 11, 8.5 MeV, 14.8 deg / 107.6 cm, metric 36.98) is the same case one step further out. Both are inside the member envelope in BOTH coordinates: 21023's own cmp_div gives its members as distance 0.0-125.9 cm at angle 0.0-25.8 deg. Corroborated on shw21023-acc.png, where 73070 and 72069 are the two blue circles at (87,15.6) and (108,14.8) sitting just above the 12.5 deg step of the 80-130 cm band, with an accepted orange square at (125,9.7) inside it -- but that corroboration is weaker than usual here because 21 of the 31 members entered via pass3_cone (direct), not pass-1. Correction 7, the two marks differ in strength: 73070 and 72069 are the strong pair and are marked IN; 65057 (9.0 MeV, 28.9 deg / 31.5 cm, metric 9.76) is the weak one and is DELIBERATELY LEFT UNMARKED -- its 28.9 deg is outside the 25.8 deg member spread, so it is the one I would let the owner reverse, even though an accepted member sits at 26.2 deg just below it. Magnitude, so the owner can downgrade this to correct without re-deriving it: the three fragments total 23.3 MeV against 652.4 MeV, about 3.6 percent. Membership triple-check per correction 16 was run and all three agree at 31 (nseg 31, owner-grouped candidate count owner==21023 is 31, cmp_div says 31 segment(s) plotted), so these fragments are genuinely non-members of 21023 and not the double-ownership trap of correction 11; each is the seed of its own 1-segment sub-20 MeV shower. Showers not looked at: the 8 skipped by the scope rule (65057, 72069, 73070, 62054, 56048, 69061, 67059, 70062), all single-segment and 2.5-9.0 MeV, i.e. under the 20 MeV floor -- three of them are exactly the fragments discussed above, which is the point. No pi0: pio_id -1 on the only shower and kine_div says no pi0 group in this event; there is no second EM object anywhere in the reconstruction, so this is a single-electron event and nothing is proposed. This verdict is about clustering and is silent on PID. drag_check both true, probe_radius 91.9 px, probe_degenerate false.		scanner set the verdict radio to 'under-clustered' (likely)
292005	mcp1k	numucc_em	scanned, no clustering correction	-	pid | no-marks	0.000	0	0	0	0	0	0		0	46017	False	0							likely	not an EM shower	[agent-bulk] This event has no EM shower above 20 MeV; the entry that puts it in the numucc_em bucket (em_max 124.3 MeV = shower 46017) is a proton. Verdict is on 46017, the leading pdg-11 shower: NOT an EM shower. It is two segments -- a 1.2 cm pdg 11 stub (the seed) and 51022, a 13.7 cm pdg 2212 track absorbed by pass4_angle at 9.5 cm / 12.0 deg. On shw46017-az-055-el+20 the member set is a single narrow straight line with a tight cloud, no cone, no branching, no widening; rotated to az+085 it is seen near end-on as a compact dense blob about 7 x 3 cm, which is what a stopping proton looks like, not a 124 MeV electron (which would be 30+ cm long and several cm wide). The reconstruction's own PID agrees for 92% of the length (pdg 2212 on 51022); only the 1.2 cm seed is pdg 11. This is a PID statement; on clustering alone the two segments are contiguous and I see nothing to add or remove. Two other in-scope entries are also not EM: 18005 (394.9 MeV, pdg 13) is the 171.9 cm muon -- three cluster-18 segments in a dead straight line within 1.5 deg, visible on both vertex cameras running from the star to the top of the frame, and it is in scope only because the scope rule is on kine_best and not on PID; 50021 (108.3 MeV, pdg 2212) is a lone 9.0 cm proton at 65-74 cm. Vertex judged first and cleared: on vtx-az-055 and vtx-az+065 the muon 18005 starts on the star and the 16.6 cm pdg 2212 segment 18007 (correctly left unowned) is the second prong on it. Scope: 3 of 17 showers in scope (18005, 46017, 50021); the other 14 (18024 7.1 MeV, then 24008 3.1 down to 43014 0.3 MeV) are all under 8 MeV, skipped by the 20 MeV rule, and I did not look at them. Pi0: no reco pi0 group, no gamma slots were assignable, and with no EM object in the event there is no pairing to propose.		"note carries no clustering direction: ""[agent-bulk] This event has no EM shower above 20 MeV; the entry that puts it in the numucc_em bucket (em_max 124.3 MeV = shower 46017) is a proton. Verdict is on 46017, the leading pdg-11 shower: NOT an EM shower. It is two segments -- a 1.2 cm pdg 11 stub (the seed) and 51022, a 13.7 cm pdg 2212 track absorbed by pass4_angle at 9.5 cm / 12.0 deg. On shw46017-az-055-el+20 the member set is a single narrow straight line with a tight cloud, no cone, no branching, no widening; rotated to az+085 it is seen near end-on as a compact dense blob about 7 x 3 cm, which is what a stopping proton looks like, not a 124 MeV electron (which would be 30+ cm long and several cm wide). The reconstruction's own PID agrees for 92% of the length (pdg 2212 on 51022); only the 1.2 cm seed is pdg 11. This is a PID statement; on clustering alone the two segments are contiguous and I see nothing to add or remove. Two other in-scope entries are also not EM: 18005 (394.9 MeV, pdg 13) is the 171.9 cm muon -- three cluster-18 segments in a dead straight line within 1.5 deg, visible on both vertex cameras running from the star to the top of the frame, and it is in scope only because the scope rule is on kine_best and not on PID; 50021 (108.3 MeV, pdg 2212) is a lone 9.0 cm proton at 65-74 cm. Vertex judged first and cleared: on vtx-az-055 and vtx-az+065 the muon 18005 starts on the star and the 16.6 cm pdg 2212 segment 18007 (correctly left unowned) is the second prong on it. Scope: 3 of 17 showers in scope (18005, 46017, 50021); the other 14 (18024 7.1 MeV, then 24008 3.1 down to 43014 0.3 MeV) are all under 8 MeV, skipped by the 20 MeV rule, and I did not look at them. Pi0: no reco pi0 group, no gamma slots were assignable, and with no EM object in the event there is no pairing to propose."""
292027	mcp1k	numucc_em	good (no major change)	3 pi0, vertex usable	no-marks	0.000	0	0	0	0	0	0		0	56038	True	1	main_vertex	0.0	154.1	154.7	154.7		likely	correct	[agent-bulk] numucc_em with a reco pi0. Vertex is good: the star sits at the base of the 294 cm muon (12005, pdg 13, 667 MeV) and at the start of both gamma candidates. shw 56038 (259.1 MeV, 10 seg, 68.3 cm, pio_id 0) is a clean single-apex chain -- members run 0 to 44.8 cm at 0.0-5.2 deg, and on the az+085 view the point cloud is continuous the whole way from the X to the far fork with no unclaimed blob touching it. Its acceptance plot carries NO non-member circle anywhere in the window. The one thing I would have the owner check: 36014 (1.2 cm) at 66.1 cm / 6.7 deg and 32010 (0.9 cm) at 84.7 cm / 11.6 deg are on-axis continuations left unowned, but they sit past the plotted acceptance window so I have no corroboration and did not mark them. shw 59042 (65.5 MeV, 4 seg, 9.3 cm) is the second gamma: it is 6.2 cm from the vertex and reads 172.4 deg against the muon, i.e. nearly back-to-back with it, and its three extra members are pdg 13 stubs -- short and close-in enough that 'converted photon' vs 'vertex fragment' is not something I can separate; that caveat belongs on the pi0, not on 56038. pi0: the reco's own group 0 (59042+56038) is confirmed and stored. Unusually, both conventions close here -- axis 154.1 MeV, vertex 154.7 MeV -- against a stored 154.7, so the ~20 MeV excess over 135 is not a convention artefact. Looked at 2 EM showers of 11; 12005 is the muon (pdg 13) and I judged nothing about it, and the 8 skipped by the scope rule are all below 20 MeV.		scanner set the verdict radio to 'correct' (likely) | pi0 anchored on the reco main vertex
292524	mcp2k	numucc_em	good (no major change)	3 pi0, vertex usable	pid | no-marks	0.000	0	0	0	0	0	0		0	79054	True	1	main_vertex	0.0	88.0	114.3	114.3		likely	correct	[agent-bulk] verdict shower 79054 (pdg 11, kine_charge 329.8 MeV, 17 seg, 68.9 cm) -- the highest-kine_charge pdg-11 object. Passed over 9018: pdg 13, 197.9 cm, kine_charge 307.1 but kine_best 424.8 MeV, i.e. higher than 79054 on kine_best -- it is the muon, not an EM shower. Vertex judged off the automatic vtxz-* 60 cm frames (r95 154.8 cm, correction 20): the blue star sits exactly on the apex where the muon 9018, the 20.7 cm pdg-211 track 9020 and the shower fan converge, at two azimuths and at el+60 -- vertex is good. Membership triple-check passes: nseg 17 = owner-grouped 17 = cmp_div 17, and the owner groups sum to 38 segments = the whole event, so the following is a complete statement: the ONLY unowned segment in the event is 9020, and it sits at 9.5 cm / 176.5 deg, i.e. directly behind the shower start -- it does not belong. Every other non-member is either the muon chain (9011/9013/9023 at 28-36 deg, forward but well off axis), the second gamma 83073 (70-77 deg), or a sub-20 MeV fragment that is the seed of its own shower (correction 16). Members are a single cone, single apex: 0-96.7 cm at 0.0-25.8 deg, with a 22 cm internal gap (dense multi-point core at 9.5-39 cm from the vertex, nothing between 39 and 61 cm, then 2-3-point stubs out to 106 cm). Same shape as pilot 2.3 evt284791, and 'correct' here means the same thing: nothing is missing. WHAT THE OWNER COULD REVERSE: 8 of the 17 members lie beyond 60 cm, 7 of those 8 are pdg 13/211, and two (36034 at 79.5 cm / 25.8 deg, 26024 at 96.7 cm / 13.7 deg) are tier '-' i.e. outside the pass-1 box, pulled in by pass4_angle (direct). Their charge is negligible (2-3 points each), but if the owner counts that reach as over-reach this event reads over-clustered. I deliberately recorded NO out-marks on them (pilot 5: an OUT mark on a member is read downstream as the remove-this statement and would contradict the 'correct' radio). One thing I could not attribute: a striped point-cloud blob about 88 cm out, ~10 cm off the muon, that carries no skeleton segment of its own; the cloud readout says all 4393 drawn points are the single neutrino-candidate cluster 9, so there is no per-point owner to test it against -- named, not judged. pi0: the reco's own pairing (showers[].pio_id group 0) is 79054 + 83073 and I confirm it as the only sensible pair in the event; stored as the same pair. Mass 114.3 MeV on the vertex convention, 88.0 MeV on the axis convention -- both inside the code's accept window, but 21 MeV under 135 and the two conventions disagree by 26 MeV, consistent with 83073 (38.1 MeV, 3 seg, 7.3 cm) being an incompletely clustered low-energy gamma; nothing large is available nearby to add to it, so I did not call it under-clustered. NOT LOOKED AT: the 7 out-of-scope showers, all <= 17.7 MeV (9016 17.7, then 5.5, 5.4, 2.5, 1.7, 1.4, 1.1). This verdict is a statement about clustering of 79054 and is silent on PID.		scanner set the verdict radio to 'correct' (likely) | pi0 anchored on the reco main vertex
292643	mcp1k	numucc_em	2 over-clustered	-	no-marks	0.000	0	0	0	0	0	0		0	25015	False	0							unclear	over-clustered	[agent-bulk] shw 25015 (155.0 MeV, 10 seg, 47.1 cm, gamma1 of reco pi0 group 0) - I looked and could not separate two readings, so this is unclear and here they are. What the pictures show (shw25015-az-055-el+20 and -az+085-el+20, frame half-span 60 cm): a compact core of 4-5 members in the first ~25 cm from the X, then FOUR detached fragments strung out along the same axis at 46.6, 50.6, 75.7 and 99-100 cm with large empty gaps between them - 110033 (0.34 cm, 3.0 deg), 112035 (7.61 cm, 12.6 deg), 106027 (2.11 cm, 2.1 deg), 109031+109032 (2.23+6.80 cm, 10-11 deg), all absorbed by pass4_angle, the last two beyond the 80 cm tier-1 line. Reading (a) OVER-CLUSTERED: a 155 MeV EM cascade is essentially over by 5-6 radiation lengths (70-85 cm in LAr) and cannot plausibly be 100 cm long; those far stubs are separate objects and including them inflates E1 and hence the stored pi0 mass. The event also contains a 188.3 cm muon (18009, unowned) running roughly PARALLEL to this shower at 15-30 cm separation, so fragments 'along the shower axis' at 50-100 cm are equally well described as muon-associated deltas - 112035 is only 5.3 cm from that muon. Reading (b) CORRECT: the acceptance plot has NO non-member circle anywhere in range, so nothing is missing; the member set is one direction and one apex (all members 0-16 deg, monotone in distance, no second apex on either azimuth); and doc pr/116 section 2.3 records exactly this shape - a chain of stubs strung along the axis out to 88 cm - being called correct on evt284791 with the explicit caveat that far-stub membership was untested. I cannot break the tie from the display. CORRECTION I made on myself: I first read 106027 as sitting ON the muon in both azimuths and was going to mark it OUT; computing the 3-D min distance from state.json gives 16.9 cm, so that was a projection coincidence and the mark is withdrawn. No segment marks recorded - I have no piece I can name with confidence, which is the same reason pr/116 section 2.2 left evt280159 unmarked. Also examined: shw 105026 (65.0 MeV, 1 seg, 11.1 cm, gamma2), a short zigzag with a diffuse cloud ~30 cm off the vertex and 13 cm off the muon; single apex, and the only thing it might be missing is 104025 (2.31 cm at 14.4 cm / 25.9 deg, tier 1) which at 26 deg is too marginal for me to call. PI0: the reco pairing 25015+105026 looks topologically sound on pio-az-055-el+020 - both gamma starts are detached from the magenta vertex star and both axes point away from it. But the mass is entirely convention-dependent here and the reco took the largest angle: stored 150.6 MeV (theta 97.2 deg, inside the accept window), display axis convention 108.6 MeV (theta 65.5 deg), display vertex convention 56.4 MeV (theta 32.6 deg). The two gamma arrows in the picture look far closer to 40 deg than to 97 deg, but I will not claim an angle off a projection. This is the pr/114 section 6.1 inconsistency, not a new finding, but it is worth knowing that this event's accepted pi0 depends on it. Scope: 2 showers of 13 examined; 11 skipped by the <20 MeV rule and not looked at. The vtx-* sweep is half-span 213 cm (the 188 cm muon) so it was used for topology only; the vertex itself looks fine - the star sits where the muon and a second grey track meet.		scanner set the verdict radio to 'over-clustered' (unclear)
293149	mcp1k	nuecc	1 under-clustered	-	tail | absorb-orphan	0.167	0	2	0	0	0	0		1	4001	False	0							likely	under-clustered	[agent-bulk] shw 4001 (269.4 MeV, 12 seg, len 80.0, the only shower in this event at or above 20 MeV) is under-clustered on its own cone. Its body is the cluster-52 group at 46.9-50.0 cm and 4.1-17.5 deg. Sitting in that same shell, unowned and tier 1, are 38017 (13.4 MeV, 2 seg) at 46.1 cm / 13.6 deg with metric 6.0, and 33012 (5.9 MeV) at 42.2 cm / 17.6 deg with metric 7.5 - both bracketed in angle AND in metric by accepted members (metrics 2.1-9.3), and both INSIDE the dashed pass-1 box on the acceptance plot while the shower's own far members sit outside it. In the picture they are the grey blobs immediately alongside the yellow body: left of it in the az +85 frame and above it in the az -55 frame. Marked 38017 and 33012 IN. Two more I did NOT mark but that point the same way: 32011 (54.4 cm / 23.2 deg, tier 1) is already owned by 38017 and would follow it, and 4002 (14.7 MeV) reads dist 0.0 / angle 0.0 against 4001 - a second shower sitting on the same start, which is a split rather than a cone-radius miss and which I am not confident enough to fold in. What I did NOT verify: the four far members 27006/29008/30009/31010 (86.7-96.8 cm at 26.8-32.1 deg, all pdg 13, all taken by pass4_angle and all outside the pass-1 box) - they are isolated stubs 40 cm past the body and I did not test whether they belong; following the pilot's evt284791 rule I did not call the shower over-clustered on them, so this verdict is a statement about what is MISSING only. Vertex: the star sits at the tip of the seed stem with the body 47 cm downstream; nothing else converges there, which is consistent with a nuecc electron but means I could not cross-check the vertex against a second prong. Not looked at: the other 12 showers, all at or below 14.7 MeV (scope rule min_kine_best 20 MeV).		scanner set the verdict radio to 'under-clustered' (likely)
293536	mcp2k	nuecc	scanned, no clustering correction	-	pid | no-marks	0.000	0	0	0	0	0	0		0	15001	False	0							likely	not an EM shower	[agent-bulk] PID verdict -- this event carries NO clustering judgement (correction 6). Verdict shower is 15001, the highest-kine_charge pdg-11 shower (152.8 MeV); the only other in-scope shower is 15027 (66.5 MeV, pdg 11). No higher-energy non-EM object was passed over: 15001 is the leading object in the event. Why not-EM: 15001's 3 members (15001 seed 26.3 cm pdg 11, 60024 3.0 cm pdg 11, 82025 20.1 cm pdg 13) are collinear at 0.0-6.3deg spanning 0-58.0 cm from the nu vertex, and the member skeleton has transverse RMS 0.64 cm (2*RMS/L = 0.02). The blue point cloud hugs the polylines to ~1 cm full width in all three shower projections (az-055/+085/-055el+65), i.e. no lateral development over ~4 radiation lengths, and the far 20.1 cm member is reco pdg 13. Density is MIP-like, ~2.6 MeV/cm over the 58 cm point extent (extent taken from segments.xs3/ys3/zs3, not kine_charge/length -- correction 18); the display's own track hypothesis for the same charge gives 91.9 MeV. The genuinely shower-like object here is 15027: 66.5 MeV in 15.1 cm, a wide fuzzy ~6 cm blob sitting on the vertex at ~88deg to 15001. Competing reading I rejected: an unusually collimated 150 MeV electron -- 58 cm at 0.64 cm RMS does not support it. Clustering side, for the record only: 15001's yellow set is self-consistent (one apex at the vertex, one direction, gaps 5.1 and 6.1 cm bridged by 60024); the only grey/unowned charge nearby is 15016, a 4.1 cm pdg 2212 stub at the vertex at 0.0 cm/0.0deg, correctly left unowned; every other non-member is a 0.3-1.1 cm stub at 18-80deg and is the seed of its own sub-20 MeV shower (54018, 55019, 56020, 57021, 58022, 59023 -- the 6 skipped by the scope rule, all < 7.1 MeV, not looked at individually). Vertex judged off the vtx-* sweep at 68.8 cm half-span; event scale r95 = 55.0 cm so no vtxz-* frames were produced and none were needed -- the star sits where the 15001 chain, 15027 and the 15016 proton stub converge. No reco pi0 group in this event (all pio_id = -1), so the pio-*.png frames are the capture's auto-slotted top-two, NOT a reconstruction pairing (correction 3); the auto pair 15001+15027 prices at 139.5 MeV on the axis convention but both objects start on the vertex so the vertex convention has no chord, and I do not propose it as a pi0 -- 15001 is not EM. No gate-pair angle inversion found on this event.		"note carries no clustering direction: ""[agent-bulk] PID verdict -- this event carries NO clustering judgement (correction 6). Verdict shower is 15001, the highest-kine_charge pdg-11 shower (152.8 MeV); the only other in-scope shower is 15027 (66.5 MeV, pdg 11). No higher-energy non-EM object was passed over: 15001 is the leading object in the event. Why not-EM: 15001's 3 members (15001 seed 26.3 cm pdg 11, 60024 3.0 cm pdg 11, 82025 20.1 cm pdg 13) are collinear at 0.0-6.3deg spanning 0-58.0 cm from the nu vertex, and the member skeleton has transverse RMS 0.64 cm (2*RMS/L = 0.02). The blue point cloud hugs the polylines to ~1 cm full width in all three shower projections (az-055/+085/-055el+65), i.e. no lateral development over ~4 radiation lengths, and the far 20.1 cm member is reco pdg 13. Density is MIP-like, ~2.6 MeV/cm over the 58 cm point extent (extent taken from segments.xs3/ys3/zs3, not kine_charge/length -- correction 18); the display's own track hypothesis for the same charge gives 91.9 MeV. The genuinely shower-like object here is 15027: 66.5 MeV in 15.1 cm, a wide fuzzy ~6 cm blob sitting on the vertex at ~88deg to 15001. Competing reading I rejected: an unusually collimated 150 MeV electron -- 58 cm at 0.64 cm RMS does not support it. Clustering side, for the record only: 15001's yellow set is self-consistent (one apex at the vertex, one direction, gaps 5.1 and 6.1 cm bridged by 60024); the only grey/unowned charge nearby is 15016, a 4.1 cm pdg 2212 stub at the vertex at 0.0 cm/0.0deg, correctly left unowned; every other non-member is a 0.3-1.1 cm stub at 18-80deg and is the seed of its own sub-20 MeV shower (54018, 55019, 56020, 57021, 58022, 59023 -- the 6 skipped by the scope rule, all < 7.1 MeV, not looked at individually). Vertex judged off the vtx-* sweep at 68.8 cm half-span; event scale r95 = 55.0 cm so no vtxz-* frames were produced and none were needed -- the star sits where the 15001 chain, 15027 and the 15016 proton stub converge. No reco pi0 group in this event (all pio_id = -1), so the pio-*.png frames are the capture's auto-slotted top-two, NOT a reconstruction pairing (correction 3); the auto pair 15001+15027 prices at 139.5 MeV on the axis convention but both objects start on the vertex so the vertex convention has no chord, and I do not propose it as a pi0 -- 15001 is not EM. No gate-pair angle inversion found on this event."""
294174	mcp2k	numucc_em	1 under-clustered	-	tail | merge | absorb-orphan | pid	0.286	1	1	0	0	0	0		1	71067	False	0							likely	under-clustered	[agent-bulk] Verdict shower 71067 (123.1 MeV, pdg 11, 7 seg, 30.8 cm) = highest-kine_charge pdg-11 object; I passed over 16028 (pdg 13, kine_charge 327.2, the 159 cm muon on the vertex) and 25030 (pdg 13, kine_charge 59.8 but kine_best 205.1) -- ordering is by kine_charge. Vertex judged from the automatic close-in vtxz-* frames (r95 328 cm, so the vtx-* set is +-400 cm and useless): the blue star sits exactly at the apex of a clean two-prong V in both vtxz-az-055-el+20 and vtxz-az+065-el+20. Vertex is fine. 71067 is a detached conversion ~113 cm downstream of the vertex, a chain of pieces along its own axis over 0-48 cm. It is under-clustered against shower 64065: 64065 (73.0 MeV, 2 seg, cluster 64) sits at 16.3 cm / 27.4 deg and its partner 64059 at 18.8 cm / 25.9 deg from 71067's start, and on shw71067-acc.png they are the only two circles, sitting just above the 25 deg pass-1 step -- while 71067 itself ACCEPTED 72069/72074 at 33.3 cm / 32.0 deg (pass4_proximity) and 72073 at 39.0 cm / 28.6 deg, i.e. farther out AND at a larger angle. That is an internal inconsistency, not a boundary case. Corroboration from the other side: pio.kine_div's vertex convention puts the two shower starts only 2.4 deg apart as seen from the main vertex (mass 3.9 MeV), so they are essentially collinear from the vertex and cannot be two independent gammas of a pi0; summed they are 196 MeV, one converted photon split in two. Membership triple-checked before calling it (corrections 11/16): 71067 nseg 7 = owner-grouped count 7 = cmp_div's 7 segments, and 64065/64059 are owned by 64065, so they are genuine non-members and not a first-owner-wins artefact. Marks: 64065 and 64059 IN on 71067; they are equal in strength and reverse together -- if the owner reads 64065 as a genuinely separate conversion (there is a visible gap between the two point clouds in shw71067-az+015-el+20) both marks go, and that is the alternative reading behind 'likely' rather than 'certain'. NO pi0: pio_id is -1 on all five in-scope showers and kine_div says 'no pi0 group in this event'; the two pio-*.png are the auto-slotted top pair (correction 3) and kine_pio_* mass 3.9 is the BDT scan, not a pairing -- nothing stored. Other in-scope showers: 16028 and 25030 are the muon-like tracks, not judged; 16004 (48.1 MeV, pdg 11) is worth one line -- its seed is in cluster 16, the SAME cluster as the 327 MeV muon 16028, with 43032/44033 attached, so it looks like a vertex/stem blob promoted to an EM shower (the evt280159 pattern); I did not mark it. 20 of the 25 showers are below the 20 MeV scope threshold and I did not look at them; only one segment in the whole event (16001, cluster 16, pdg 13) is grey/unowned and it is on the muon stem, not near 71067. This verdict is about clustering and is silent on PID. Images looked at: 6.		scanner set the verdict radio to 'under-clustered' (likely)
313781	mcp1k	nuecc	good (no major change)	-	pid | no-marks	0.000	0	0	0	0	0	0		0	9012	False	0							likely	correct	[agent-bulk] shw 9012 (102.7 MeV, 2 seg, nuecc): correct, and the two-piece membership is the physics, not a merge error. The reco start is EXACTLY the nu vertex, and what the pictures show at az-055, az+085 and el+60 is: a 9.7 cm narrow stem leaving the vertex, then about 20 cm of empty space with no charge at all, then a dense 10.3 cm blob (segment 50010, cluster 50) at 32.3 cm / 13.7 deg, taken by pass3_cone. That is the textbook 100 MeV electron in LAr -- MIP stem for less than one radiation length, a hard bremsstrahlung, the photon crossing roughly one conversion length (9/7 X0, about 18 cm in LAr, against the ~20 cm gap measured off the frames) invisibly, then pair-producing into the blob. The transverse offset implied by 13.7 deg at 32.3 cm is 7.6 cm, inside a Moliere radius. So the gap is an argument FOR the merge, not against it, and I looked for the alternative (a detached pi0 photon swallowed by pass3_cone) and could not make it fit a nuecc event whose shower starts on the vertex. Nothing is missing either: the acceptance plot has TWO orange squares and ZERO blue circles out to 42 cm, and every non-member is behind or sideways -- 41009 at 13.0 cm / 165.5 deg, 40008 at 19.5 cm / 116.7 deg, 39007 at 29.3 cm / 121.8 deg, 19006 at 122.7 cm. Segment 9011 (4.1 cm, its own sub-20 MeV shower, same cluster 9) shares the vertex point so the table reports it as dist 0 / angle 0, but in every frame it leaves the star in a clearly different direction from the stem -- the second prong of the interaction, correctly not absorbed. No pi0 group and no candidate: there is no second EM object above 20 MeV anywhere in this event, so this is a single-shower topology, not a pairing failure. Showers NOT looked at: the 5 the scope rule skipped (9011 and four others), all below 20 MeV. Clustering statement, silent on PID.		scanner set the verdict radio to 'correct' (likely)
317939	mcp1k	numucc_em	good (no major change)	-	pid | no-marks	0.000	0	0	0	0	0	0		0	30022	False	0							likely	correct	[agent-bulk] Leading EM shower 30022 (417.9 MeV, 27 seg): correct. It is detached 12 cm from the vertex, and its 27 members form one cone in one direction -- the angular spread falls with distance exactly as a shower's should (up to 27.7 deg out at 30-40 cm, then <=13.6 deg beyond 80 cm), with the body continuous from the X to about 83 cm. The decisive check is its acceptance plot: 27 orange squares and ZERO blue circles, i.e. there is not a single non-member anywhere in this shower's angle/distance neighbourhood, so nothing is left grey inside the cone and it cannot be under-clustered. Two azimuths (az-055, az+085) show one apex at the X, no kink and no second direction. The one thing I would flag rather than call: the tail. After a continuous body to 83.5 cm there are two isolated fragments at 102.0 cm (112049, 0.8 cm) and 121.7 cm (111048, 0.6 cm pdg 2212), both tier 2 pass4_angle, each behind a ~19 cm gap. On a 418 MeV shower (83 cm is ~6 X0) I read them as tail, not as over-clustering, but they are the same construction that made me record evt280972 as unclear, and they are worth an owner's eye if that tail behaviour is what the round is about. Not marked. Vertex judged first and cleared: cluster 26 gives four prongs all starting on the star -- the 152.9 cm muon 26000 and the 10.2 cm pion 26002 (both correctly left unowned), the 21.4 cm pion 26001 and the 10.5 cm 26003 -- and they converge on it in both the vertex camera and the +-70 cm shower frame. NOT EM, for the record: shower 26001 (61.6 MeV) is reco pdg 211, i.e. the pion track, and it has absorbed three sub-centimetre pdg 13 stubs at 24.8/35.4/42.3 cm along its own extension by pass3_cone; shower 26003 (33.5 MeV) is a single 10.5 cm segment sitting on the vertex in the muon's own cluster. Neither is an EM shower in my reading, but both are inside the 20 MeV scope rule; I make no PID verdict on them because the verdict slot belongs to 30022. Scope: 3 of 6 showers in scope (30022, 26001, 26003); skipped were 78025 (18.5 MeV, pdg 2212, 2.4 cm -- just under the cut), 110047 (6.7 MeV) and 31024 (2.6 MeV), and I did not look at them. Pi0: no reco pi0 group. The capture's automatic slots priced 30022+26003 at 256.1 MeV on the axis convention (theta 139.2 deg) and the kine_pio_ BDT feature says 253.1 MeV at 129.7 deg; that is a back-to-back pair, and 26003 sits on the vertex so it is not a converted photon. 30022 is the only detached photon-like object in the event and has no partner. No pairing proposed.		scanner set the verdict radio to 'correct' (likely)
