# doc pdvd/98 -- STM+Michel candidates for the drift-regressor validation (d98_michel_crops.py --census)
# PDHD h28prod pop strict, record /nfs/data/1/xqian/toolkit-dev/wcp-porting-img/pdhd/docs/scan/pdhd_stm_michel_smx27_verdicts.json; PDVD p96vprod record /nfs/data/1/xqian/toolkit-dev/wcp-porting-img/pdvd/docs/scan/pdvd_stm_michel_smx1a_smx3_smx4_smx5_smx6_smx7_smx8_smx9_verdicts.json
# selected=1 rows are cropped; `why` names the first failed rule; d97 = doc pdvd/97 showcase class
det	key	kind	source	conn_type	ratio	muon_len	michel_len	ke_best	ke_region	kink_deg	q2d_raw_w	q2d_mu_w	q2d_ovl	n_stop_gammas	n_dots	t0_us	stop_x	stop_y	stop_z	apa	face	n_apaface	d97	selected	why
pdvd	039253_3/79	both	flat	2	1.227	94.35	5.553	14.92	28.05	-1	4.493e+05	2.461e+05	0.5478	0	2	2371	129.9	178.1	252.5	7	1	1	both	0	frames missing
pdvd	039253_4/79	both	flat	1	0.8956	37.32	14.82	45.52	50.58	139.1	1.156e+06	3.231e+05	0.2795	0	0	4707	322.9	-96.94	30.19	4	0	1		0	frames missing
pdvd	039253_5/32	both	flat	1	0.8071	134	3.836	21.39	23.86	72.29	4.957e+05	1.081e+05	0.218	1	2	5911	-320.5	-141.2	74.29	0	0	1		0	frames missing
pdvd	039253_6/79	attached	flat	1	0.8264	77.23	3.006	5.74	19.2	97.26	3.174e+05	1.361e+05	0.429	0	0	4683	307.2	-287	189.7	5	1	1		0	frames missing
pdvd	039253_7/80	attached	flat	1	0.6603	152.1	1.839	3.142	7.508	63.02	1.41e+05	1.025e+05	0.7271	0	0	4436	209.6	106.8	98.33	6	0	1		0	frames missing
pdvd	039253_8/28	both	flat	1	0.7652	197.8	3.23	18.31	20.49	51.16	4.704e+05	1.082e+05	0.23	0	1	6245	-326.9	-216.1	45.06	0	1	1		0	frames missing
pdvd	039253_8/59	both	flat	1	1.079	280.7	9.79	51.04	29.19	56.09	1.072e+06	4.562e+04	0.04254	0	1	4372	94.85	-231.3	122.9	4	1	1	both	0	frames missing
pdvd	039253_8/62	both	flat	1	1.016	274.7	4.219	17.96	53.12	87.97	1.295e+06	1.456e+05	0.1125	0	0	2564	269	16.06	126.6	6	0	1		0	frames missing
pdvd	039253_8/64	attached	flat	1	0.7097	22.2	2.457	14.08	27.05	50.26	5.37e+05	1.136e+05	0.2115	0	1	6295	319	-288.9	90.24	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_8/65	both	flat	1	0.1744	93.3	10.8	31.7	45.11	59.7	1.223e+06	5.481e+05	0.4483	0	0	5075	226.1	-268.5	33.08	4	1	1		0	frames missing
pdvd	039253_9/111	both	flat	1	0.6992	71.78	10.18	42.66	35.57	30.75	1.21e+06	9.681e+04	0.08002	0	1	3433	233.3	307.3	14.72	6	1	1		0	frames missing
pdvd	039349_0/28	attached	flat	0	0.1459	35.37	0.01079	0.09451	59.19	-1	5.529e+04	0	0	0	1	407.7	-18.96	72.06	47.05	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_1/52	attached	flat	1	1.052	81	1.798	7.633	10.84	57.53	1.886e+05	1.346e+05	0.7137	0	0	3775	263.2	-300.7	31.44	4	1	1		0	frames missing
pdvd	039349_10/58	attached	flat	1	0.6384	161.6	10.95	23.36	30.33	16.8	7.732e+05	5.047e+05	0.6528	0	0	3224	280.8	189.4	165.6	-1	-1	0		0	retreat/split/near_arm
pdvd	039349_11/19	attached	flat	1	0.7092	46.8	9.303	12.58	29.99	84.95	6.702e+05	1.284e+05	0.1916	0	1	2373	-256	63.25	272.4	-1	-1	0		0	retreat/split/near_arm
pdvd	039349_11/46	both	flat	1	0.7951	87.73	3	44.36	49.95	33.23	1.207e+06	2.323e+05	0.1924	0	5	3117	259.7	-163.5	107.9	4	1	2		0	W cells straddle [(4, 0), (4, 1)]
pdvd	039349_18/36	attached	flat	1	0.8292	138.4	8.96	12.82	24.19	89.81	5.651e+05	4.242e+05	0.7507	0	0	3003	224.7	-276.3	140.7	4	1	1		0	frames missing
pdvd	039349_18/39	both	flat	1	0.8184	87.84	8.863	22.5	27.61	90.3	5.017e+05	1.097e+05	0.2187	0	0	4305	283.8	-54.69	122.4	4	0	1		0	frames missing
pdvd	039349_19/52	attached	flat	1	0.4754	186.7	4.23	5.946	11.09	144.9	2.231e+05	1.408e+05	0.6311	0	0	3276	205.2	-87.28	150.4	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_2/56	attached	flat	2	0.3727	136.5	6.483	13.09	90.91	-1	1.568e+06	4.673e+05	0.2981	0	1	4628	200.6	77.72	225.9	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_21/51	both	flat	1	0.6259	198.6	12.01	18.64	45.01	52.19	1.397e+06	9.93e+05	0.7111	0	0	1628	133.3	-199.7	260.6	5	1	1		0	frames missing
pdvd	039349_22/22	attached	flat	1	0.5582	67	11.19	14.19	61.63	98.78	1.268e+06	4.154e+05	0.3276	0	0	1002	-47.71	-250.4	31.03	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_22/41	attached	flat	1	0.7453	172.1	5.407	10.29	30.69	87.85	6.417e+05	1.791e+05	0.2791	0	0	3493	234.9	43	44.53	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_22/63	attached	flat	2	0.6273	439.3	7.915	50.71	59.63	-1	1.447e+06	1684	0.001164	0	2	3159	-145.4	-174.1	179.3	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_23/54	both	flat	2	0.8811	160.2	8.523	23.73	34.16	-1	6.697e+05	0	0	0	1	2384	196	212.4	84.06	6	1	1		0	frames missing
pdvd	039349_26/40	attached	flat	2	0.6906	21.45	12.1	20.9	46.91	-1	1.208e+06	0	0	0	1	3106	227.4	-278.7	13.11	-1	-1	0		0	retreat/split/near_arm
pdvd	039349_27/41	attached	flat	1	0.6263	70.77	3.462	8.143	13.61	50.39	2.466e+05	8.138e+04	0.33	0	0	2675	273.2	4.768	196	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_27/62	attached	flat	1	1.143	306.5	15.49	38.77	27.3	43.94	9.65e+05	1.388e+05	0.1438	0	0	3055	71.24	271.8	134.2	6	1	1		0	frames missing
pdvd	039349_28/36	both	flat	1	0.8782	348.4	3.207	42.38	30	36.84	8.276e+05	2.389e+05	0.2887	0	3	3230	169.4	-281.9	152.3	5	1	2		0	W cells straddle [(4, 1), (5, 1)]
pdvd	039349_28/60	attached	flat	1	0.4171	147.9	19.24	11.82	11.82	69.93	2.974e+05	5.781e+04	0.1943	0	0	3289	-36.22	-286.8	111.7	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_29/45	both	flat	1	0.8435	231.9	5.564	25.9	43.47	36.47	8.058e+05	4.331e+05	0.5375	1	0	3064	264.8	208.2	228.1	7	1	1		0	frames missing
pdvd	039349_3/46	attached	flat	1	0.8538	16.8	7.677	11.95	21.06	59.06	4.707e+05	8.845e+04	0.1879	0	0	3894	322.8	-125.6	107	4	0	1		0	frames missing
pdvd	039349_3/47	attached	flat	0	0.425	71.74	0	0	2.301	-1	0	0	-1	0	0	3068	70.92	262.5	69.16	-1	-1	0		0	not Bragg-path accept / michel_found
