sample	event	cls	kind	gid	cluster	cl_class	cl_gid	npts	cl_npts	Q	Qfrac	ext	rms	dvtx	dheld	dcand	cx	cy	cz	n_cand_pts	Qcand	f_absorbed	dfit	dfit_max	dfit_p90	f_far12
mcp2k	98947	NEARBY-UNMATCHED	NEARBY	-1	19	UNMATCHED	1000000	151.0	151.0	1127018.8	0.131	60.5	13.9	24.3	nan	0.5	207.1	171.2	304.2	844.0	8600055.3	nan	nan	nan	nan	nan
mcp2k	99232	UNHELD-WIDE	UNHELD	3	-1	OWN	0	399.0	0.0	4301494.0	0.0828	12.2	3.09	3.2	3.0	0.0	122.5	-133.7	94.2	5591.0	51921703.0	1.0	3.0	13.6	10.9	0.035
mcp2k	100135	UNHELD-WIDE	UNHELD	12	-1	OWN	0	523.0	0.0	2485305.3	0.0401	34.9	2.44	9.0	3.0	0.0	-160.3	135.3	149.1	12401.0	61955832.0	1.0	3.0	13.3	10.3	0.023
mcp2k	100245	NEARBY-UNMATCHED	NEARBY	-1	13	UNMATCHED	1000000	3433.0	3433.0	24454224.9	1.7974	208.9	0.93	0.7	nan	0.0	108.2	78.6	255.3	1158.0	13605069.1	nan	nan	nan	nan	nan
mcp2k	100728	NEARBY-UNMATCHED	NEARBY	-1	9	UNMATCHED	1000004	3788.0	3788.0	21806318.7	12.3795	85.3	2.25	nan	nan	0.3	194.9	139.2	340.7	318.0	1761486.1	nan	nan	nan	nan	nan
mcp2k	100728	UNHELD-WIDE	UNHELD	0	-1	OWN	0	214.0	0.0	1236682.6	0.7021	6.9	1.98	nan	12.3	0.0	201.7	137.4	414.2	318.0	1761486.1	0.0	12.3	25.0	21.3	1.0
mcp2k	101675	UNHELD-WIDE	UNHELD	2	-1	OWN	0	231.0	0.0	1194634.9	0.0384	13.5	1.39	11.3	3.0	0.0	-145.9	38.0	90.9	4397.0	31150513.8	1.0	3.0	9.5	6.1	0.0
mcp2k	103391	UNHELD-WIDE	UNHELD	0	-1	OWN	0	189.0	0.0	2506776.6	0.1437	8.2	0.93	5.1	3.0	0.0	102.4	-26.4	322.5	1707.0	17442363.0	0.984	3.0	6.1	5.2	0.0
mcp2k	104172	NEARBY-COMPANION	NEARBY	-1	17	COMPANION	0	4969.0	4969.0	42802857.7	1.4145	54.0	15.1	6.6	nan	3.0	-136.6	175.5	451.2	3192.0	30259086.7	nan	nan	nan	nan	nan
mcp2k	104304	UNHELD-WIDE	UNHELD	7	-1	OWN	0	711.0	0.0	4011602.8	0.1455	29.0	2.74	5.6	3.0	0.0	58.6	-62.5	247.7	4238.0	27565516.1	1.0	3.0	15.2	10.9	0.052
mcp2k	104920	UNHELD-WIDE	UNHELD	14	-1	OWN	0	212.0	0.0	1232482.4	0.0453	24.3	1.27	4.5	3.0	0.0	-127.0	82.1	350.7	4297.0	27211325.5	1.0	3.0	8.8	6.6	0.0
mcp2k	157215	NEARBY-COMPANION	NEARBY	-1	14	COMPANION	1	8335.0	8335.0	57058783.1	70.9326	166.9	6.59	nan	nan	0.2	-146.6	-80.3	416.1	107.0	804408.2	nan	nan	nan	nan	nan
mcp2k	157215	UNHELD-TRACK	UNHELD	1	-1	OWN	0	51.0	0.0	381726.0	0.4745	9.3	0.41	nan	358.9	0.0	-142.0	-14.8	500.7	107.0	804408.2	0.0	358.9	364.6	363.9	1.0
mcp2k	157215	UNHELD-TRACK	UNHELD	0	-1	OWN	0	44.0	0.0	358797.2	0.446	6.8	0.4	nan	365.5	0.0	-141.4	2.2	500.7	107.0	804408.2	0.0	365.5	370.4	369.7	1.0
mcp2k	158227	NEARBY-OTHER	NEARBY	-1	5	OTHER	2	1734.0	1734.0	8899795.5	0.396	63.8	1.28	13.6	nan	4.9	-13.4	-159.1	52.7	4576.0	22474985.3	nan	nan	nan	nan	nan
mcp2k	168209	UNHELD-WIDE	UNHELD	1	-1	OWN	0	502.0	0.0	2697258.1	0.1416	23.8	1.83	4.0	3.0	0.0	94.7	99.9	457.3	2358.0	19051301.3	1.0	3.0	10.2	8.4	0.0
mcp2k	169152	UNHELD-WIDE	UNHELD	0	-1	OWN	0	366.0	0.0	1834295.7	0.1556	35.1	1.9	5.5	3.0	0.0	-127.7	-95.6	466.5	1865.0	11791970.0	1.0	3.0	13.0	7.9	0.008
mcp2k	169240	UNHELD-WIDE	UNHELD	19	-1	OWN	0	2270.0	0.0	8484915.4	0.1985	58.9	6.65	6.3	3.0	0.0	-15.1	-21.0	259.2	10693.0	42755452.8	1.0	3.0	36.4	23.0	0.441
mcp2k	169240	UNHELD-WIDE	UNHELD	0	-1	OWN	0	1327.0	0.0	5757232.5	0.1347	52.4	5.4	4.2	3.0	0.0	-15.1	6.7	249.5	10693.0	42755452.8	1.0	3.0	27.3	20.2	0.43
mcp2k	170076	UNHELD-WIDE	UNHELD	29	-1	OWN	0	640.0	0.0	5118657.8	0.063	19.2	1.95	3.0	3.0	0.0	-15.3	20.8	50.3	13297.0	81282378.1	1.0	3.0	10.5	7.7	0.0
mcp2k	172463	NEARBY-COMPANION	NEARBY	-1	2	COMPANION	0	144.0	144.0	3950657.0	0.2941	5.3	1.58	0.7	nan	0.4	-201.7	-111.7	270.1	1698.0	13433610.7	nan	nan	nan	nan	nan
mcp2k	172498	UNHELD-WIDE	UNHELD	0	-1	OWN	0	102.0	0.0	673259.0	0.0988	7.1	1.35	4.1	3.0	0.0	13.7	-180.3	249.3	882.0	6814449.1	1.0	3.0	7.4	6.5	0.0
mcp2k	173340	UNHELD-WIDE	UNHELD	0	-1	OWN	0	1161.0	0.0	5986418.8	0.3125	41.3	3.87	4.3	3.0	0.0	-66.6	188.3	83.2	3425.0	19157666.3	1.0	3.0	16.8	13.5	0.17
mcp2k	173340	UNHELD-WIDE	UNHELD	3	-1	OWN	0	554.0	0.0	3630635.3	0.1895	17.8	2.4	6.9	3.0	0.0	-66.1	177.4	68.9	3425.0	19157666.3	1.0	3.0	13.1	10.3	0.018
mcp2k	174164	UNHELD-WIDE	UNHELD	0	-1	OWN	0	1597.0	0.0	10594121.0	0.2657	25.5	4.85	4.0	3.0	0.0	12.1	-92.2	261.0	6964.0	39873567.1	1.0	3.0	26.3	19.0	0.282
mcp2k	174164	UNHELD-WIDE	UNHELD	29	-1	OWN	0	408.0	0.0	1570575.0	0.0394	18.9	4.05	13.8	3.0	0.0	11.6	-111.9	273.1	6964.0	39873567.1	1.0	3.0	22.0	16.0	0.309
mcp2k	174311	UNHELD-TRACK	UNHELD	1	-1	OWN	0	111.0	0.0	756073.3	0.0481	21.7	0.63	3.5	3.0	0.0	-79.2	24.7	461.7	1767.0	15710363.0	1.0	3.0	5.1	4.4	0.0
mcp2k	174771	NEARBY-UNMATCHED	NEARBY	-1	10	UNMATCHED	1000003	1479.0	1479.0	11875776.9	0.1524	70.8	1.0	12.6	nan	2.5	165.3	42.3	251.7	9147.0	77950576.1	nan	nan	nan	nan	nan
mcp2k	175952	UNHELD-WIDE	UNHELD	3	-1	OWN	0	3353.0	0.0	29134062.3	0.2837	137.3	5.19	3.5	3.0	0.0	-163.5	73.9	302.6	12382.0	102703682.0	1.0	3.0	27.5	15.7	0.192
mcp2k	178225	UNHELD-WIDE	UNHELD	0	-1	OWN	0	46.0	0.0	1311427.2	0.0702	5.1	0.87	5.7	3.0	0.0	-25.6	146.7	428.2	1963.0	18689566.6	1.0	3.0	4.6	4.2	0.0
mcp2k	178225	UNHELD-WIDE	UNHELD	1	-1	OWN	0	154.0	0.0	855930.6	0.0458	10.4	1.9	3.9	3.0	0.0	-25.2	143.0	438.1	1963.0	18689566.6	1.0	3.0	11.0	8.3	0.0
mcp2k	179054	UNHELD-WIDE	UNHELD	6	-1	OWN	0	332.0	0.0	2990651.8	0.0785	32.4	1.16	4.4	3.0	0.0	-125.8	8.0	247.9	4268.0	38113610.5	1.0	3.0	8.6	5.9	0.0
mcp2k	179054	UNHELD-WIDE	UNHELD	7	-1	OWN	0	156.0	0.0	1319586.1	0.0346	18.3	1.51	6.3	3.0	0.0	-125.1	-0.8	239.0	4268.0	38113610.5	1.0	3.0	9.4	7.0	0.0
mcp2k	179369	NEARBY-OTHER	NEARBY	-1	12	OTHER	0	8252.0	8252.0	56398225.3	1.6032	45.6	13.65	6.6	nan	2.5	-4.0	42.3	77.8	6105.0	35179466.8	nan	nan	nan	nan	nan
mcp2k	179604	UNHELD-WIDE	UNHELD	19	-1	OWN	0	951.0	0.0	6772614.3	0.09	43.6	3.33	13.4	3.0	0.0	-181.2	142.4	79.7	12854.0	75226901.0	1.0	3.0	16.6	11.7	0.089
mcp2k	179604	UNHELD-WIDE	UNHELD	17	-1	OWN	0	949.0	0.0	4649488.8	0.0618	75.2	2.25	7.5	3.0	0.0	-181.9	154.8	83.2	12854.0	75226901.0	1.0	3.0	12.5	9.2	0.008
mcp2k	179752	UNHELD-WIDE	UNHELD	0	-1	OWN	0	382.0	0.0	2767512.7	0.1165	11.7	1.25	5.6	3.0	0.0	-183.2	-23.7	61.4	1965.0	23764067.2	1.0	3.0	8.3	6.4	0.0
mcp2k	179897	UNHELD-WIDE	UNHELD	0	-1	OWN	0	465.0	0.0	3308359.3	0.1601	30.0	2.46	3.3	3.0	0.0	14.1	126.3	193.2	2741.0	20665947.3	1.0	3.0	13.5	9.5	0.013
mcp2k	179912	UNHELD-TRACK	UNHELD	0	-1	OWN	0	87.0	0.0	2545101.0	0.0713	12.0	0.52	13.0	3.0	0.0	-185.5	131.4	342.0	1545.0	35717965.9	1.0	3.0	4.6	4.2	0.0
mcp2k	181050	NEARBY-OTHER	NEARBY	-1	18	OTHER	0	833.0	833.0	10238466.1	0.808	15.8	4.38	6.4	nan	4.1	-36.9	190.1	487.4	1574.0	12670629.5	nan	nan	nan	nan	nan
mcp2k	236610	UNHELD-WIDE	UNHELD	1	-1	OWN	0	163.0	0.0	1073387.0	0.1437	8.1	1.51	5.4	3.0	0.0	155.6	12.2	482.4	872.0	7469188.9	1.0	3.0	7.5	6.4	0.0
mcp2k	236610	UNHELD-WIDE	UNHELD	0	-1	OWN	0	103.0	0.0	601899.0	0.0806	9.9	1.46	10.7	3.0	0.0	155.9	10.6	497.0	872.0	7469188.9	1.0	3.0	8.7	7.1	0.0
mcp2k	237446	UNHELD-WIDE	UNHELD	1	-1	OWN	0	38.0	0.0	208482.4	0.0315	5.3	1.24	4.2	3.0	0.0	194.1	-182.4	198.4	717.0	6626401.9	1.0	3.0	5.6	4.6	0.0
mcp2k	242814	NEARBY-UNMATCHED	NEARBY	-1	9	UNMATCHED	1000004	215.0	215.0	2185562.5	0.1777	32.1	4.44	6.4	nan	0.3	201.9	-21.6	452.5	1254.0	12297337.0	nan	nan	nan	nan	nan
mcp2k	275539	UNHELD-TRACK	UNHELD	2	-1	OWN	0	80.0	0.0	1661727.0	0.0618	6.7	0.62	3.1	3.0	0.0	-16.6	-9.5	451.7	1618.0	26885224.5	1.0	3.0	4.5	4.3	0.0
mcp2k	279537	UNHELD-WIDE	UNHELD	0	-1	OWN	0	186.0	0.0	2533659.2	0.1603	13.4	0.93	5.9	3.0	0.0	17.6	148.8	375.7	1442.0	15808345.5	1.0	3.0	7.4	5.3	0.0
mcp2k	279955	UNHELD-WIDE	UNHELD	0	-1	OWN	0	298.0	0.0	3564596.6	0.1968	15.1	1.46	3.0	3.0	0.0	-98.1	133.6	274.6	2806.0	18110064.8	1.0	3.0	5.7	4.8	0.0
mcp2k	280329	UNHELD-WIDE	UNHELD	1	-1	OWN	0	127.0	0.0	1201892.0	0.0867	8.5	1.59	6.5	3.1	0.0	166.5	-190.9	43.7	1733.0	13856767.6	1.0	3.1	9.1	7.9	0.0
mcp2k	280329	UNHELD-WIDE	UNHELD	0	-1	OWN	0	79.0	0.0	906385.0	0.0654	9.0	1.32	6.8	3.0	0.0	166.4	-181.4	43.1	1733.0	13856767.6	1.0	3.0	7.3	6.1	0.0
mcp2k	280709	NEARBY-COMPANION	NEARBY	-1	5	COMPANION	1	107.0	107.0	1123656.0	0.1578	4.5	0.66	17.3	nan	0.3	-201.8	105.1	201.6	859.0	7118845.4	nan	nan	nan	nan	nan
mcp2k	281567	UNHELD-WIDE	UNHELD	7	-1	OWN	0	252.0	0.0	2260867.6	0.0316	10.8	2.05	8.8	3.0	0.0	-73.1	-95.4	94.4	8543.0	71510539.0	0.214	3.0	7.2	6.0	0.0
mcp2k	282909	NEARBY-OTHER	NEARBY	-1	22	OTHER	2	4481.0	4481.0	45536335.0	1.5019	52.3	17.01	8.0	nan	0.2	-146.5	-174.3	69.6	3611.0	30319284.2	nan	nan	nan	nan	nan
mcp2k	283299	UNHELD-WIDE	UNHELD	1	-1	OWN	0	80.0	0.0	1750686.3	0.0429	7.4	1.23	5.6	3.0	0.0	-21.0	12.0	226.0	5849.0	40774377.9	1.0	3.0	5.6	5.2	0.0
mcp2k	283833	UNHELD-WIDE	UNHELD	5	-1	OWN	0	8779.0	0.0	69289914.5	0.5402	202.8	6.32	6.3	3.0	0.0	-52.9	32.6	114.7	17587.0	128256091.6	0.999	3.0	31.5	19.4	0.381
mcp2k	283849	UNHELD-WIDE	UNHELD	0	-1	OWN	0	1259.0	0.0	6993576.9	0.2094	55.7	1.79	4.3	3.0	0.0	48.6	-47.7	461.2	4196.0	33396448.5	1.0	3.0	9.2	8.5	0.0
mcp2k	283849	UNHELD-WIDE	UNHELD	1	-1	OWN	0	398.0	0.0	5231671.6	0.1567	27.0	1.03	3.4	3.0	0.0	47.6	-25.4	408.7	4196.0	33396448.5	1.0	3.0	6.9	5.6	0.0
mcp2k	283849	UNHELD-WIDE	UNHELD	2	-1	OWN	0	816.0	0.0	5080682.9	0.1521	65.0	1.23	9.7	3.0	0.0	48.5	-54.8	449.8	4196.0	33396448.5	1.0	3.0	10.3	8.7	0.0
mcp2k	284047	UNHELD-TRACK	UNHELD	1	-1	OWN	0	49.0	0.0	1170906.9	0.2002	5.4	0.71	4.3	3.0	0.0	141.3	-62.4	433.6	316.0	5849791.9	1.0	3.0	5.4	4.9	0.0
mcp2k	285680	UNHELD-WIDE	UNHELD	0	-1	OWN	0	123.0	0.0	2812669.0	0.1419	7.0	0.93	3.3	3.0	0.0	-21.6	130.3	82.4	2055.0	19826682.3	1.0	3.0	5.9	5.6	0.0
mcp2k	286296	NEARBY-COMPANION	NEARBY	-1	11	COMPANION	0	57.0	57.0	412737.7	0.1183	20.0	1.05	0.7	nan	0.3	-201.7	-96.6	53.9	323.0	3489124.6	nan	nan	nan	nan	nan
mcp2k	292568	UNHELD-WIDE	UNHELD	0	-1	OWN	0	196.0	0.0	3272808.7	0.1068	8.8	1.6	4.6	3.1	0.0	34.2	-106.0	290.9	3062.0	30637117.1	1.0	3.1	8.8	7.3	0.0
mcp2k	292788	UNHELD-TRACK	UNHELD	1	-1	OWN	0	245.0	0.0	2638332.7	0.0624	24.1	0.77	3.8	3.0	0.0	155.7	101.6	162.7	2947.0	42263803.6	1.0	3.0	6.3	5.0	0.0
mcp2k	292810	UNHELD-TRACK	UNHELD	0	-1	OWN	0	69.0	0.0	976189.7	0.0589	7.8	0.59	5.7	3.0	0.0	-13.3	-136.6	174.0	1038.0	16585660.2	1.0	3.0	4.4	4.3	0.0
mcp2k	316065	UNHELD-WIDE	UNHELD	0	-1	OWN	0	794.0	0.0	6328231.3	0.3937	29.0	2.07	12.6	3.0	0.0	20.5	-43.2	40.9	2200.0	16073353.6	1.0	3.0	11.5	9.5	0.0
mcp2k	316065	UNHELD-WIDE	UNHELD	2	-1	OWN	0	173.0	0.0	1127895.3	0.0702	11.9	1.38	6.4	3.0	0.0	20.3	-53.1	12.1	2200.0	16073353.6	1.0	3.0	8.3	6.9	0.0
mcp2k	317539	UNHELD-WIDE	UNHELD	0	-1	OWN	0	1081.0	0.0	5292568.7	0.1622	43.0	3.53	7.8	3.0	0.0	-12.9	-168.8	348.8	6098.0	32625814.3	1.0	3.0	13.4	9.9	0.016
mcp2k	321235	NEARBY-UNMATCHED	NEARBY	-1	17	UNMATCHED	1000000	138.0	138.0	2159616.7	0.0715	10.3	0.43	4.3	nan	3.7	73.5	36.2	2.8	4158.0	30214775.2	nan	nan	nan	nan	nan
mcp2k	321367	UNHELD-WIDE	UNHELD	1	-1	OWN	0	77.0	0.0	957733.2	0.0431	7.3	0.97	5.8	3.0	0.0	14.5	75.0	465.0	2205.0	22206442.0	1.0	3.0	6.6	5.5	0.0
mcp2k	321367	UNHELD-WIDE	UNHELD	2	-1	OWN	0	84.0	0.0	856376.7	0.0386	6.8	0.86	9.1	3.0	0.0	14.4	83.9	460.2	2205.0	22206442.0	1.0	3.0	6.2	5.2	0.0
mcp2k	321849	UNHELD-WIDE	UNHELD	0	-1	OWN	0	174.0	0.0	1873690.0	0.0667	16.7	1.27	3.7	3.0	0.0	187.4	57.5	30.8	3558.0	28097035.0	1.0	3.0	7.6	6.2	0.0
mcp2k	321895	UNHELD-WIDE	UNHELD	0	-1	OWN	0	150.0	0.0	2205707.4	0.1142	5.2	1.02	6.3	3.0	0.0	68.6	46.4	249.2	1822.0	19307152.7	1.0	3.0	5.9	5.4	0.0
mcp2k	321895	UNHELD-WIDE	UNHELD	1	-1	OWN	0	111.0	0.0	1133257.0	0.0587	5.4	0.86	5.6	3.0	0.0	68.5	37.8	246.7	1822.0	19307152.7	1.0	3.0	5.8	5.1	0.0
mcp2k	322135	UNHELD-WIDE	UNHELD	7	-1	OWN	0	1542.0	0.0	9056239.5	0.1994	89.1	5.0	4.1	3.0	0.0	-150.8	128.4	92.8	8598.0	45417568.7	1.0	3.0	31.5	16.0	0.2
mcp2k	322135	UNHELD-WIDE	UNHELD	6	-1	OWN	0	1287.0	0.0	7278524.1	0.1603	59.4	3.45	6.8	3.0	0.0	-151.5	114.4	76.1	8598.0	45417568.7	1.0	3.0	14.5	9.9	0.026
mcp2k	322707	UNHELD-WIDE	UNHELD	0	-1	OWN	0	791.0	0.0	6223052.6	0.2203	27.0	4.2	5.6	3.0	0.0	66.0	-75.4	362.7	3547.0	28246595.9	1.0	3.0	17.7	13.8	0.177
mcp2k	322707	UNHELD-WIDE	UNHELD	1	-1	OWN	0	580.0	0.0	5657844.4	0.2003	30.9	4.01	6.7	3.0	0.0	65.7	-91.7	366.6	3547.0	28246595.9	1.0	3.0	17.9	13.6	0.14
mcp2k	323171	UNHELD-WIDE	UNHELD	0	-1	OWN	0	135.0	0.0	1747620.1	0.0676	6.3	1.15	8.2	3.0	0.0	-157.5	-57.8	67.6	2224.0	25841461.1	0.296	3.0	12.8	11.2	0.044
mcp2k	323301	UNHELD-WIDE	UNHELD	0	-1	OWN	0	187.0	0.0	1076092.0	0.0347	5.7	1.54	7.6	3.0	0.0	-113.5	34.1	60.0	4861.0	30984515.8	0.668	3.0	9.2	7.5	0.0
mcp2k	347824	NEARBY-UNMATCHED	NEARBY	-1	20	UNMATCHED	1000009	2639.0	2639.0	16734247.3	0.3932	174.7	1.1	12.3	nan	0.2	96.3	105.0	294.7	4674.0	42561319.6	nan	nan	nan	nan	nan
mcp2k	348198	UNHELD-TRACK	UNHELD	0	-1	OWN	0	61.0	0.0	556288.6	0.0553	5.2	0.73	8.5	3.0	0.0	-71.7	-50.6	297.9	1235.0	10060766.3	1.0	3.0	5.6	4.8	0.0
mcp2k	348198	UNHELD-WIDE	UNHELD	3	-1	OWN	0	322.0	0.0	2616680.0	0.2601	11.0	1.87	3.1	3.0	0.0	-71.7	-40.1	296.4	1235.0	10060766.3	1.0	3.0	10.0	8.8	0.0
mcp2k	348594	UNHELD-WIDE	UNHELD	9	-1	OWN	0	102.0	0.0	1432499.3	0.0967	5.3	2.28	11.2	3.1	0.0	-178.9	115.6	453.6	1934.0	14811768.2	0.706	3.1	9.6	7.8	0.0
mcp2k	349056	UNHELD-WIDE	UNHELD	1	-1	OWN	0	248.0	0.0	2501817.0	0.0823	15.0	1.43	5.7	3.0	0.0	25.4	-31.8	423.8	3708.0	30392064.2	1.0	3.0	8.5	5.9	0.0
mcp2k	349056	UNHELD-WIDE	UNHELD	2	-1	OWN	0	316.0	0.0	2391444.0	0.0787	14.6	1.46	7.3	3.0	0.0	26.0	-36.0	436.6	3708.0	30392064.2	1.0	3.0	9.1	7.2	0.0
mcp2k	350354	UNHELD-WIDE	UNHELD	1	-1	OWN	0	314.0	0.0	2429323.3	0.0439	14.5	0.93	3.4	3.0	0.0	119.8	134.2	352.2	7129.0	55349622.8	1.0	3.0	6.1	5.8	0.0
mcp2k	350596	UNHELD-TRACK	UNHELD	0	-1	OWN	0	30.0	0.0	574592.0	0.0622	8.1	0.37	6.3	3.0	0.0	192.7	-38.4	361.7	721.0	9234236.5	1.0	3.0	4.2	3.9	0.0
mcp2k	390216	UNHELD-WIDE	UNHELD	8	-1	OWN	0	613.0	0.0	4920824.3	0.1304	33.2	1.51	4.0	3.0	0.0	69.4	46.3	299.5	5527.0	37734409.1	1.0	3.0	9.4	7.8	0.0
mcp2k	390391	UNHELD-WIDE	UNHELD	1	-1	OWN	0	169.0	0.0	740720.4	0.0595	6.8	2.72	7.1	3.0	0.0	-140.3	89.8	457.5	1493.0	12442611.5	1.0	3.0	15.0	12.0	0.101
mcp2k	391899	UNHELD-WIDE	UNHELD	3	-1	OWN	0	211.0	0.0	1286797.0	0.0351	22.3	1.03	13.5	3.0	0.0	-184.2	127.4	373.2	4104.0	36614839.3	1.0	3.0	7.9	5.5	0.0
mcp2k	391899	UNHELD-WIDE	UNHELD	4	-1	OWN	0	166.0	0.0	1178997.0	0.0322	8.9	1.02	4.8	3.0	0.0	-182.5	133.4	350.1	4104.0	36614839.3	1.0	3.0	6.3	5.5	0.0
mcp2k	392262	UNHELD-TRACK	UNHELD	0	-1	OWN	0	126.0	0.0	613195.3	0.1265	19.8	0.57	5.6	3.0	0.0	-57.3	-37.1	480.5	997.0	4847856.4	1.0	3.0	5.2	4.9	0.0
mcp2k	392417	UNHELD-WIDE	UNHELD	2	-1	OWN	0	214.0	0.0	1539981.4	0.0803	14.2	3.01	5.0	3.0	0.0	-53.0	-125.4	463.8	3181.0	19179135.5	0.827	3.0	8.7	7.1	0.0
mcp2k	392900	UNHELD-TRACK	UNHELD	2	-1	OWN	0	42.0	0.0	455783.0	0.0386	8.1	0.59	4.4	3.0	0.0	101.7	-170.3	147.8	808.0	11800676.0	1.0	3.0	5.3	4.3	0.0
mcp2k	392900	UNHELD-TRACK	UNHELD	0	-1	OWN	0	51.0	0.0	354584.2	0.03	11.7	0.53	4.9	3.0	0.0	102.6	-173.5	156.0	808.0	11800676.0	1.0	3.0	4.7	4.4	0.0
mcp2k	395079	UNHELD-WIDE	UNHELD	3	-1	OWN	0	2899.0	0.0	23295697.0	0.4101	106.8	6.51	6.1	3.0	0.0	37.3	-112.8	439.3	7711.0	56804294.4	1.0	3.0	36.1	21.8	0.409
mcp2k	395079	UNHELD-WIDE	UNHELD	2	-1	OWN	0	418.0	0.0	2789065.3	0.0491	22.9	2.14	3.2	3.0	0.0	38.3	-38.9	376.8	7711.0	56804294.4	1.0	3.0	13.0	8.5	0.012
mcp2k	395717	UNHELD-WIDE	UNHELD	0	-1	OWN	0	371.0	0.0	6574052.7	0.1082	17.4	3.74	8.4	3.0	0.0	-90.1	176.2	103.4	3707.0	60755632.7	1.0	3.0	16.6	12.6	0.129
mcp2k	395837	NEARBY-OTHER	NEARBY	-1	9	OTHER	2	2835.0	2835.0	41428587.1	4.2997	149.0	1.44	3.3	nan	0.2	-142.0	48.6	415.0	1129.0	9635204.5	nan	nan	nan	nan	nan
mcp2k	395837	NEARBY-OTHER	NEARBY	-1	8	OTHER	2	36.0	36.0	1370004.0	0.1422	2.7	0.68	3.7	nan	4.1	-201.7	138.3	424.9	1129.0	9635204.5	nan	nan	nan	nan	nan
mcp2k	395870	UNHELD-TRACK	UNHELD	0	-1	OWN	0	113.0	0.0	1248799.4	0.0369	14.7	0.5	13.6	3.0	0.0	72.3	-67.1	245.3	3856.0	33857556.1	1.0	3.0	4.9	4.4	0.0
mcp2k	396323	UNHELD-WIDE	UNHELD	1	-1	OWN	0	904.0	0.0	9686462.5	0.3486	20.3	4.44	3.1	3.0	0.0	-59.0	166.1	411.2	2832.0	27784837.0	1.0	3.0	15.1	12.6	0.133
mcp2k	396882	UNHELD-WIDE	UNHELD	0	-1	OWN	0	378.0	0.0	2375149.7	0.2355	12.4	2.35	3.5	3.0	0.0	22.6	3.9	457.9	1641.0	10087519.0	1.0	3.0	9.9	8.1	0.0
mcp2k	396971	UNHELD-WIDE	UNHELD	2	-1	OWN	0	104.0	0.0	1511823.6	0.1232	7.5	0.98	7.8	3.0	0.0	-123.2	92.8	240.1	997.0	12267144.5	1.0	3.0	7.4	6.0	0.0
mcp2k	397498	UNHELD-WIDE	UNHELD	0	-1	OWN	0	284.0	0.0	3868298.9	0.1669	11.6	1.67	4.4	3.0	0.0	-120.5	80.5	137.2	1147.0	23181393.8	1.0	3.0	8.3	7.8	0.0
mcp2k	398181	UNHELD-TRACK	UNHELD	1	-1	OWN	0	76.0	0.0	910118.7	0.0362	5.7	0.5	12.4	3.1	0.0	58.9	185.4	353.6	3105.0	25157536.2	1.0	3.1	5.6	5.1	0.0
mcp2k	398191	NEARBY-OTHER	NEARBY	-1	21	OTHER	2	2135.0	2135.0	15439838.9	0.1289	145.5	2.42	16.4	nan	0.2	-123.1	117.1	249.2	11648.0	119752685.0	nan	nan	nan	nan	nan
mcp2k	398191	UNHELD-WIDE	UNHELD	3	-1	OWN	0	1913.0	0.0	22555541.9	0.1884	39.4	5.79	9.9	3.0	0.0	-119.9	91.7	262.3	11648.0	119752685.0	0.791	3.0	18.9	13.9	0.175
mcp2k	398191	UNHELD-WIDE	UNHELD	2	-1	OWN	0	1046.0	0.0	11674152.6	0.0975	17.4	5.17	4.1	3.0	0.0	-120.0	137.5	265.9	11648.0	119752685.0	0.986	3.0	27.0	19.5	0.365
mcp2k	398191	UNHELD-WIDE	UNHELD	1	-1	OWN	0	671.0	0.0	10058768.3	0.084	23.3	2.95	3.1	3.0	0.0	-120.2	135.5	242.5	11648.0	119752685.0	1.0	3.0	13.3	10.7	0.027
mcp2k	398225	NEARBY-COMPANION	NEARBY	-1	11	COMPANION	0	4884.0	4884.0	52579264.3	1.3037	157.4	1.76	10.0	nan	1.9	-91.7	-66.6	35.6	5279.0	40331100.5	nan	nan	nan	nan	nan
mcp2k	398225	UNHELD-WIDE	UNHELD	4	-1	OWN	0	361.0	0.0	2111589.5	0.0524	24.8	2.05	11.4	3.0	0.0	-98.2	32.5	46.5	5279.0	40331100.5	1.0	3.0	10.3	7.5	0.0
mcp2k	400029	NEARBY-UNMATCHED	NEARBY	-1	9	UNMATCHED	1000002	1840.0	1840.0	18443951.1	0.3875	101.9	0.82	3.5	nan	0.1	35.6	-123.4	166.5	6924.0	47596711.5	nan	nan	nan	nan	nan
mcp2k	400349	NEARBY-COMPANION	NEARBY	-1	20	COMPANION	1	822.0	822.0	7289344.7	3.1573	55.3	2.41	nan	nan	0.3	-187.5	-92.3	169.1	249.0	2308752.2	nan	nan	nan	nan	nan
mcp2k	400349	UNHELD-TRACK	UNHELD	2	-1	OWN	0	101.0	0.0	1096234.7	0.4748	6.0	0.48	nan	162.4	0.0	-203.6	-27.0	63.2	249.0	2308752.2	0.0	162.4	173.0	170.9	1.0
mcp2k	402209	UNHELD-WIDE	UNHELD	1	-1	OWN	0	224.0	0.0	2585547.3	0.1273	18.4	1.47	4.9	3.0	0.0	179.6	-85.5	168.5	1782.0	20309460.6	1.0	3.0	8.4	6.6	0.0
mcp2k	402297	UNHELD-WIDE	UNHELD	1	-1	OWN	0	1833.0	0.0	12486859.8	0.1488	122.4	2.45	4.1	3.0	0.0	-112.6	91.6	147.1	11716.0	83941339.6	1.0	3.0	12.6	9.1	0.008
