sample	event	kind	gid	npts	Q	Qfrac	ext	rms	dvtx	dheld	cx	cy	cz	cluster	cl_class	cl_npts	cl_gid	dcand	n_cand_pts	Qcand	f_absorbed	dfit	dfit_max	dfit_p90	f_far12
mcp2k	95405	UNHELD	7	24	205475.1	0.0143	3.5	0.6	3.1	3.0	-36.1	-136.0	440.6	-1	OWN	0	0	0.0	1890	14402893.9	1.0	3.0	4.7	4.0	0.0
mcp2k	95405	NEARBY	-1	16	69228.2	0.0048	3.0	0.38	82.9	nan	-45.0	-191.9	500.7	10	COMPANION	16	11	0.2	1890	14402893.9					
mcp2k	95412	UNHELD	0	30	676558.0	0.0448	2.0	0.59	3.0	3.0	-43.6	-115.9	189.6	-1	OWN	0	0	0.0	2268	15097011.7	1.0	3.0	4.7	4.7	0.0
mcp2k	95899	NEARBY	-1	5	86901.0	0.0047	0.6	0.17	128.9	nan	-201.8	-27.1	196.1	6	COMPANION	5	0	0.4	2161	18358536.0					
mcp2k	96306	NEARBY	-1	4	16557.0	0.0013	0.6	0.18	259.8	nan	-201.8	125.4	292.6	1	COMPANION	4	4	0.4	2479	12608434.3					
mcp2k	96383	UNHELD	0	24	165730.6	0.0102	1.7	0.54	10.4	3.1	-98.7	65.9	58.0	-1	OWN	0	0	0.0	2101	16225664.2	0.0	4.4	6.2	6.0	0.0
mcp2k	96383	NEARBY	-1	8	53615.0	0.0033	1.7	0.3	22.9	nan	-92.7	39.6	51.7	39	COMPANION	8	3	4.9	2101	16225664.2					
mcp2k	96680	NEARBY	-1	9718	525015181.7	75.1575	227.2	5.12	102.4	nan	-39.8	27.0	138.0	19	COMPANION	9718	5	0.6	812	6985536.0					
mcp2k	97010	UNHELD	0	8	98582.0	0.0042	2.4	0.33	3.1	3.0	-70.8	141.0	281.9	-1	OWN	0	0	0.0	1713	23206023.4	1.0	3.0	3.8	3.7	0.0
mcp2k	97010	UNHELD	3	184	2734421.1	0.1178	10.3	1.21	26.1	3.0	-67.7	171.6	270.0	-1	OWN	0	0	0.0	1713	23206023.4	1.0	3.0	7.9	6.7	0.0
mcp2k	97010	UNHELD	4	158	2004801.9	0.0864	10.5	1.18	35.3	3.0	-67.8	186.1	276.2	-1	OWN	0	0	0.0	1713	23206023.4	1.0	3.0	8.1	6.6	0.0
mcp2k	97033	NEARBY	-1	43	676545.0	0.0891	4.7	0.84	17.9	nan	-0.3	176.9	87.1	4	COMPANION	43	7	0.3	559	7590517.3					
mcp2k	97062	UNHELD	0	5	23870.8	0.0015	1.5	0.13	6.3	3.1	51.8	-11.4	342.7	-1	OWN	0	0	0.0	1642	16229631.0	1.0	3.1	3.2	3.2	0.0
mcp2k	97062	UNHELD	1	10	100279.1	0.0062	1.6	0.39	10.6	3.0	48.8	-9.1	345.9	-1	OWN	0	0	0.0	1642	16229631.0	1.0	3.0	3.8	3.6	0.0
mcp2k	97084	UNHELD	0	152	1795858.6	0.0714	10.6	1.11	111.3	3.0	132.2	118.1	359.0	-1	OWN	0	0	0.0	2672	25146584.1	1.0	3.0	7.7	6.1	0.0
mcp2k	97084	UNHELD	1	25	168678.1	0.0067	3.6	0.46	113.2	3.1	132.3	117.3	346.2	-1	OWN	0	0	0.0	2672	25146584.1	1.0	3.1	4.5	4.0	0.0
mcp2k	97084	UNHELD	2	5	13047.0	0.0005	1.8	0.33	107.8	3.1	131.5	111.5	341.8	-1	OWN	0	0	0.0	2672	25146584.1	1.0	3.1	3.8	3.8	0.0
mcp2k	97084	UNHELD	3	102	642011.3	0.0255	17.0	0.82	35.0	3.0	121.7	64.4	310.4	-1	OWN	0	0	0.0	2672	25146584.1	1.0	3.0	6.1	5.1	0.0
mcp2k	97084	UNHELD	4	12	52527.0	0.0021	5.4	0.42	48.3	3.0	122.0	69.7	304.6	-1	OWN	0	0	0.0	2672	25146584.1	1.0	3.0	4.5	4.3	0.0
mcp2k	97084	UNHELD	9	6	23776.1	0.0009	1.6	0.2	22.3	3.2	118.9	41.6	294.8	-1	OWN	0	0	0.0	2672	25146584.1	1.0	3.2	3.7	3.6	0.0
mcp2k	97084	UNHELD	10	12	321076.1	0.0128	2.7	0.42	15.8	3.1	118.6	40.4	286.2	-1	OWN	0	0	0.0	2672	25146584.1	1.0	3.1	4.4	4.3	0.0
mcp2k	97084	UNHELD	14	8	44771.7	0.0018	1.3	0.6	3.7	3.1	115.7	23.7	285.4	-1	OWN	0	0	0.0	2672	25146584.1	1.0	3.1	4.2	4.0	0.0
mcp2k	97231	UNHELD	0	134	535716.3	0.0144	8.9	1.88	263.4	3.0	-107.4	-150.1	335.3	-1	OWN	0	0	0.0	4325	37099641.6	1.0	3.0	15.3	12.6	0.157
mcp2k	97260	UNHELD	0	14	67541.7	0.002	1.1	0.48	166.3	3.0	45.2	101.9	250.5	-1	OWN	0	0	0.0	4163	33463760.6	1.0	3.0	3.7	3.6	0.0
mcp2k	97260	UNHELD	5	15	184817.3	0.0055	2.6	0.24	20.3	3.1	9.1	3.5	116.1	-1	OWN	0	0	0.0	4163	33463760.6	1.0	3.1	3.6	3.6	0.0
mcp2k	98294	NEARBY	-1	33	164959.4	0.0135	48.9	0.67	26.9	nan	-201.7	55.2	438.1	4	COMPANION	33	1	0.3	1651	12248901.4					
mcp2k	98294	NEARBY	-1	8	27096.0	0.0022	2.4	0.14	15.5	nan	-193.7	56.6	399.3	72	COMPANION	8	1	3.7	1651	12248901.4					
mcp2k	98294	NEARBY	-1	14	64742.0	0.0053	0.7	0.35	2.5	nan	-190.0	53.3	382.8	73	COMPANION	14	1	0.9	1651	12248901.4					
mcp2k	98298	NEARBY	-1	14	92882.6	0.1583	0.8	0.39	16.5	nan	-105.1	187.5	481.8	12	COMPANION	14	5	4.6	92	586788.7					
mcp2k	98338	UNHELD	0	123	1680844.1	0.1267	10.2	1.48	3.7	3.0	106.7	0.7	450.1	-1	OWN	0	0	0.0	1080	13267607.9	1.0	3.0	8.8	7.4	0.0
mcp2k	98338	UNHELD	1	10	63807.0	0.0048	3.9	0.51	5.3	3.1	106.6	-4.5	442.5	-1	OWN	0	0	0.0	1080	13267607.9	1.0	3.1	4.5	4.3	0.0
mcp2k	98338	UNHELD	2	38	407166.0	0.0307	4.1	0.79	6.0	3.1	106.7	-15.0	444.3	-1	OWN	0	0	0.0	1080	13267607.9	1.0	3.1	5.9	5.4	0.0
mcp2k	98452	UNHELD	0	733	4512107.1	0.135	38.1	1.95	86.3	3.0	58.6	55.0	464.4	-1	OWN	0	0	0.0	5743	33430171.4	1.0	3.0	11.2	7.6	0.0
mcp2k	98452	UNHELD	1	212	1307034.0	0.0391	18.5	1.27	4.4	3.0	66.2	45.1	338.6	-1	OWN	0	0	0.0	5743	33430171.4	1.0	3.0	8.4	6.5	0.0
mcp2k	98452	UNHELD	2	307	2092823.0	0.0626	30.9	1.27	8.1	3.0	64.6	53.0	361.8	-1	OWN	0	0	0.0	5743	33430171.4	1.0	3.0	7.9	6.3	0.0
mcp2k	98452	UNHELD	3	19	77067.0	0.0023	4.4	0.35	47.3	3.2	63.4	42.6	373.0	-1	OWN	0	0	0.0	5743	33430171.4	1.0	3.2	7.8	6.6	0.0
mcp2k	98452	UNHELD	4	1006	6432556.8	0.1924	58.6	1.82	51.9	3.0	58.8	44.2	457.6	-1	OWN	0	0	0.0	5743	33430171.4	1.0	3.0	12.7	8.2	0.002
mcp2k	98452	UNHELD	5	30	207320.0	0.0062	8.4	0.5	69.2	3.0	62.0	52.8	400.0	-1	OWN	0	0	0.0	5743	33430171.4	1.0	3.0	4.9	4.4	0.0
mcp2k	98470	UNHELD	1	21	170590.8	0.0108	3.0	0.77	61.3	3.1	40.8	-177.6	470.5	-1	OWN	0	0	0.0	2161	15811526.5	1.0	3.1	5.9	5.3	0.0
mcp2k	98470	UNHELD	2	6	53897.0	0.0034	1.4	0.41	61.5	3.6	40.2	-183.8	464.1	-1	OWN	0	0	0.0	2161	15811526.5	1.0	3.6	5.4	4.9	0.0
mcp2k	98529	NEARBY	-1	8	29553.6	0.0026	0.6	0.31	84.9	nan	-201.7	160.0	173.0	3	COMPANION	8	3	0.4	1306	11218165.7					
mcp2k	98660	UNHELD	0	47	383911.0	0.0111	13.8	0.47	194.5	3.0	-25.3	-56.0	226.8	-1	OWN	0	0	0.0	6273	34673152.6	1.0	3.0	5.0	4.1	0.0
mcp2k	98660	UNHELD	5	9	72019.0	0.0021	2.9	0.22	70.1	3.1	-39.3	-23.8	97.2	-1	OWN	0	0	0.0	6273	34673152.6	1.0	3.1	4.0	3.7	0.0
mcp2k	98660	UNHELD	9	8	34020.0	0.001	4.0	0.28	86.0	3.0	-38.2	-34.3	111.7	-1	OWN	0	0	0.0	6273	34673152.6	1.0	3.0	3.7	3.7	0.0
mcp2k	98660	UNHELD	10	11	48660.0	0.0014	2.2	0.42	93.4	3.1	-37.7	-36.1	117.4	-1	OWN	0	0	0.0	6273	34673152.6	1.0	3.1	4.2	4.1	0.0
mcp2k	98660	UNHELD	11	14	59347.0	0.0017	3.4	0.29	112.6	3.0	-36.1	-42.3	137.0	-1	OWN	0	0	0.0	6273	34673152.6	1.0	3.0	4.1	3.9	0.0
mcp2k	98660	UNHELD	12	31	176190.0	0.0051	7.9	0.52	101.8	3.0	-36.0	-33.4	131.0	-1	OWN	0	0	0.0	6273	34673152.6	1.0	3.0	5.1	4.3	0.0
mcp2k	98660	UNHELD	13	7	31557.0	0.0009	3.7	0.3	120.6	3.0	-35.6	-44.0	144.7	-1	OWN	0	0	0.0	6273	34673152.6	1.0	3.0	3.8	3.8	0.0
mcp2k	98660	UNHELD	16	25	131229.0	0.0038	4.4	0.43	189.1	3.0	-26.6	-60.0	212.1	-1	OWN	0	0	0.0	6273	34673152.6	1.0	3.0	4.5	4.4	0.0
mcp2k	98660	UNHELD	18	9	38658.0	0.0011	2.6	0.33	185.3	3.0	-26.4	-51.8	208.6	-1	OWN	0	0	0.0	6273	34673152.6	1.0	3.0	3.9	3.8	0.0
mcp2k	98660	UNHELD	19	57	252813.8	0.0073	14.1	0.58	200.0	3.0	-25.5	-64.2	229.4	-1	OWN	0	0	0.0	6273	34673152.6	1.0	3.0	4.9	4.5	0.0
mcp2k	98760	UNHELD	0	5	42239.0	0.0125	1.0	0.23	5.0	3.3	107.5	-28.5	44.6	-1	OWN	0	0	0.0	231	3386384.3	1.0	3.3	3.6	3.5	0.0
mcp2k	98778	UNHELD	2	9	41038.0	0.0013	1.0	0.31	403.0	3.0	-35.0	158.8	486.4	-1	OWN	0	0	0.0	6032	32147572.1	1.0	3.0	4.0	3.8	0.0
mcp2k	98778	UNHELD	8	6	35509.0	0.0011	2.8	0.34	149.7	3.0	22.5	123.6	243.2	-1	OWN	0	0	0.0	6032	32147572.1	1.0	3.0	3.6	3.5	0.0
mcp2k	98844	UNHELD	1	12	162288.0	0.0042	0.9	0.27	33.2	3.0	-134.0	138.7	252.4	-1	OWN	0	0	0.0	4806	38609706.3	1.0	9.7	10.5	10.4	0.0
mcp2k	98844	UNHELD	2	41	378510.8	0.0098	2.3	0.6	24.0	3.0	-126.8	144.9	251.8	-1	OWN	0	0	0.0	4806	38609706.3	0.268	3.6	6.9	6.6	0.0
mcp2k	98844	NEARBY	-1	19	110618.0	0.0029	12.6	5.17	140.7	nan	-215.7	43.6	219.6	1	COMPANION	19	4	0.3	4806	38609706.3					
mcp2k	98947	NEARBY	-1	151	1127018.8	0.131	60.5	13.9	24.3	nan	207.1	171.2	304.2	19	UNMATCHED	151	1000000	0.5	844	8600055.3					
mcp2k	99232	UNHELD	3	399	4301494.0	0.0828	12.2	3.09	3.2	3.0	122.5	-133.7	94.2	-1	OWN	0	0	0.0	5591	51921703.0	1.0	3.0	13.6	10.9	0.035
mcp2k	99232	UNHELD	4	81	1154277.7	0.0222	6.9	1.14	20.3	3.0	122.3	-130.8	107.5	-1	OWN	0	0	0.0	5591	51921703.0	1.0	3.0	7.4	6.3	0.0
mcp2k	99232	UNHELD	8	10	27307.4	0.0005	3.7	0.29	72.4	3.0	112.1	-62.0	126.5	-1	OWN	0	0	0.0	5591	51921703.0	1.0	3.0	4.1	3.8	0.0
mcp2k	99232	UNHELD	9	9	33545.6	0.0006	1.8	0.27	80.5	3.0	111.3	-56.2	130.0	-1	OWN	0	0	0.0	5591	51921703.0	1.0	3.0	3.6	3.5	0.0
mcp2k	99232	UNHELD	10	9	25103.2	0.0005	3.2	0.27	88.1	3.0	110.3	-49.6	134.4	-1	OWN	0	0	0.0	5591	51921703.0	1.0	3.0	3.7	3.7	0.0
mcp2k	99232	UNHELD	14	9	40177.6	0.0008	3.6	0.25	123.3	3.0	105.2	-20.1	154.4	-1	OWN	0	0	0.0	5591	51921703.0	1.0	3.0	3.7	3.6	0.0
mcp2k	99232	UNHELD	21	587	5885016.6	0.1133	22.0	3.02	163.0	3.0	98.8	39.6	194.9	-1	OWN	0	0	0.0	5591	51921703.0	1.0	3.0	16.8	11.7	0.09
mcp2k	99232	UNHELD	22	12	54756.1	0.0011	2.9	0.47	227.3	3.0	99.8	69.8	207.1	-1	OWN	0	0	0.0	5591	51921703.0	1.0	3.0	4.7	4.1	0.0
mcp2k	99232	UNHELD	23	412	4092841.1	0.0788	17.0	2.67	178.0	3.0	98.7	48.7	184.3	-1	OWN	0	0	0.0	5591	51921703.0	1.0	3.0	14.4	10.8	0.044
mcp2k	99563	UNHELD	0	8	25905.0	0.0007	1.1	0.3	330.9	3.0	-20.0	58.8	317.4	-1	OWN	0	0	0.0	7016	35143783.1	0.875	3.0	4.3	4.0	0.0
mcp2k	99563	UNHELD	1	16	51567.0	0.0015	2.4	0.43	294.3	3.0	-25.6	49.8	284.1	-1	OWN	0	0	0.0	7016	35143783.1	1.0	3.0	4.3	4.2	0.0
mcp2k	99563	UNHELD	2	6	28889.0	0.0008	2.5	0.35	309.3	3.0	-23.1	46.8	298.9	-1	OWN	0	0	0.0	7016	35143783.1	1.0	3.0	3.9	3.9	0.0
mcp2k	99563	UNHELD	3	35	119729.0	0.0034	2.6	1.05	309.6	3.0	-21.8	54.6	298.8	-1	OWN	0	0	0.0	7016	35143783.1	1.0	3.0	7.1	5.8	0.0
mcp2k	99563	UNHELD	4	412	1735356.4	0.0494	25.0	4.57	413.0	3.0	-1.3	69.4	424.1	-1	OWN	0	0	0.0	7016	35143783.1	1.0	3.0	19.7	16.3	0.354
mcp2k	99563	UNHELD	5	371	1640234.2	0.0467	17.2	3.89	424.3	3.0	-1.5	89.7	430.1	-1	OWN	0	0	0.0	7016	35143783.1	1.0	3.0	18.3	15.0	0.326
mcp2k	99563	UNHELD	6	10	51219.0	0.0015	3.0	0.82	466.3	3.2	-1.4	87.2	449.7	-1	OWN	0	0	0.0	7016	35143783.1	1.0	3.2	7.4	6.9	0.0
mcp2k	99563	UNHELD	13	10	73130.9	0.0021	1.8	0.26	64.7	3.1	-76.0	2.5	64.0	-1	OWN	0	0	0.0	7016	35143783.1	1.0	3.1	3.7	3.5	0.0
mcp2k	99563	NEARBY	-1	93	119466.0	0.0034	29.6	1.76	422.4	nan	-0.2	77.5	415.8	7	COMPANION	93	3	0.3	7016	35143783.1					
mcp2k	99563	NEARBY	-1	8	12438.4	0.0004	20.4	0.69	441.7	nan	-0.2	54.9	434.1	8	OTHER	8	10	1.3	7016	35143783.1					
mcp2k	99563	NEARBY	-1	3942	26936723.6	0.7665	165.1	2.42	392.8	nan	18.3	99.9	392.6	14	UNMATCHED	3942	1000010	0.3	7016	35143783.1					
mcp2k	99563	NEARBY	-1	83	847746.7	0.0241	2.7	1.0	440.2	nan	-1.0	58.2	428.6	41	UNMATCHED	83	1000010	1.9	7016	35143783.1					
mcp2k	99563	NEARBY	-1	63	555427.2	0.0158	2.4	0.81	440.3	nan	3.1	62.2	427.3	44	UNMATCHED	63	1000010	3.1	7016	35143783.1					
mcp2k	99716	UNHELD	0	34	163495.0	0.0048	5.1	0.75	253.3	3.0	-80.4	-172.5	259.3	-1	OWN	0	0	0.0	4818	34401475.3	1.0	3.0	5.9	5.6	0.0
mcp2k	99716	UNHELD	4	6	15630.1	0.0005	1.5	0.28	101.5	3.0	-59.8	-75.2	138.8	-1	OWN	0	0	0.0	4818	34401475.3	1.0	3.0	3.7	3.7	0.0
mcp2k	99716	NEARBY	-1	1	556.7	0.0	0.0	0.0	89.3	nan	-0.4	30.0	138.9	7	COMPANION	1	4	0.4	4818	34401475.3					
mcp2k	99782	NEARBY	-1	24	97674.0	0.0047	2.2	0.53	87.6	nan	201.9	-120.9	171.7	10	UNMATCHED	24	1000000	0.3	2180	20820899.6					
mcp2k	99826	UNHELD	0	10	26839.4	0.0014	2.6	0.44	208.6	3.1	-168.8	-30.4	467.9	-1	OWN	0	0	0.0	2985	19060776.5	1.0	3.1	4.6	4.3	0.0
mcp2k	99826	UNHELD	4	6	41278.0	0.0022	2.1	0.22	194.8	3.2	-167.6	-30.6	453.0	-1	OWN	0	0	0.0	2985	19060776.5	1.0	3.2	4.4	4.2	0.0
mcp2k	99826	UNHELD	5	9	82581.0	0.0043	2.8	0.41	189.8	3.2	-166.9	-37.8	448.1	-1	OWN	0	0	0.0	2985	19060776.5	1.0	3.2	4.5	4.2	0.0
mcp2k	99826	UNHELD	6	5	49799.0	0.0026	2.8	0.24	189.0	3.0	-166.9	-31.0	447.9	-1	OWN	0	0	0.0	2985	19060776.5	1.0	3.0	3.5	3.4	0.0
mcp2k	99826	UNHELD	9	8	75452.0	0.004	3.6	0.27	181.7	3.1	-166.1	-37.8	440.6	-1	OWN	0	0	0.0	2985	19060776.5	1.0	3.1	3.7	3.7	0.0
mcp2k	99838	UNHELD	4	44	267066.6	0.006	4.4	0.84	167.0	3.1	74.3	52.7	254.9	-1	OWN	0	0	0.0	7430	44784353.1	1.0	3.1	6.6	5.3	0.0
mcp2k	99838	UNHELD	5	23	90644.5	0.002	4.3	0.77	187.4	3.0	72.1	58.5	274.2	-1	OWN	0	0	0.0	7430	44784353.1	1.0	3.0	5.5	5.0	0.0
mcp2k	99838	UNHELD	6	6	34665.0	0.0008	1.8	0.15	226.0	3.0	68.2	76.0	306.2	-1	OWN	0	0	0.0	7430	44784353.1	1.0	3.0	3.2	3.2	0.0
mcp2k	100080	UNHELD	4	13	59479.0	0.0198	2.9	0.36	20.5	3.1	-2.2	117.1	23.9	-1	OWN	0	0	0.0	603	3001426.1	1.0	3.1	4.2	4.0	0.0
mcp2k	100135	UNHELD	0	370	1712744.2	0.0276	18.6	3.02	7.9	3.0	-160.5	152.2	131.5	-1	OWN	0	0	0.0	12401	61955832.0	0.976	3.0	15.5	11.5	0.081
mcp2k	100135	UNHELD	1	1367	7194959.8	0.1161	69.2	6.74	42.0	3.0	-156.6	135.8	238.0	-1	OWN	0	0	0.0	12401	61955832.0	0.996	3.0	31.0	22.2	0.307
mcp2k	100135	UNHELD	2	49	219854.0	0.0035	8.4	0.64	369.2	3.0	-166.9	84.7	486.8	-1	OWN	0	0	0.0	12401	61955832.0	1.0	3.0	5.3	4.6	0.0
mcp2k	100135	UNHELD	3	8	59571.0	0.001	5.0	0.36	380.4	3.1	-166.8	76.2	491.1	-1	OWN	0	0	0.0	12401	61955832.0	1.0	3.1	4.2	3.9	0.0
mcp2k	100135	UNHELD	9	2044	10511803.6	0.1697	86.0	7.49	183.9	3.0	-157.4	92.4	347.0	-1	OWN	0	0	0.0	12401	61955832.0	1.0	3.0	40.1	29.5	0.391
mcp2k	100135	UNHELD	11	96	572337.0	0.0092	15.0	0.93	295.8	3.0	-160.6	98.6	419.6	-1	OWN	0	0	0.0	12401	61955832.0	1.0	3.0	5.9	5.2	0.0
mcp2k	100135	UNHELD	12	523	2485305.3	0.0401	34.9	2.44	9.0	3.0	-160.3	135.3	149.1	-1	OWN	0	0	0.0	12401	61955832.0	1.0	3.0	13.3	10.3	0.023
mcp2k	100135	UNHELD	14	315	1658058.5	0.0268	28.5	1.19	238.8	3.0	-158.1	104.3	373.2	-1	OWN	0	0	0.0	12401	61955832.0	1.0	3.0	7.3	6.2	0.0
mcp2k	100135	UNHELD	15	682	3514260.0	0.0567	43.3	2.29	81.5	3.0	-157.0	121.6	229.3	-1	OWN	0	0	0.0	12401	61955832.0	1.0	3.0	11.9	8.6	0.0
mcp2k	100135	UNHELD	16	761	3520285.7	0.0568	29.5	3.11	179.4	3.0	-156.4	119.9	318.5	-1	OWN	0	0	0.0	12401	61955832.0	1.0	3.0	19.1	13.6	0.183
mcp2k	100135	UNHELD	19	22	117096.8	0.0019	7.1	0.63	148.4	3.5	-155.9	112.2	261.9	-1	OWN	0	0	0.0	12401	61955832.0	1.0	3.5	10.8	10.2	0.0
mcp2k	100135	UNHELD	20	179	797709.0	0.0129	13.4	3.54	155.7	3.0	-155.4	109.2	280.2	-1	OWN	0	0	0.0	12401	61955832.0	1.0	3.0	17.1	13.3	0.162
mcp2k	100135	UNHELD	21	15	79584.0	0.0013	3.8	0.28	175.8	14.6	-155.7	100.3	285.7	-1	OWN	0	0	0.0	12401	61955832.0	1.0	14.6	18.1	17.1	1.0
mcp2k	100135	UNHELD	22	8	14397.0	0.0002	4.6	0.04	179.8	15.9	-155.9	98.1	288.7	-1	OWN	0	0	0.0	12401	61955832.0	1.0	15.9	19.7	19.4	1.0
mcp2k	100135	UNHELD	40	9	13687.0	0.0002	4.6	0.25	161.5	18.0	-155.9	138.7	277.0	-1	OWN	0	0	0.0	12401	61955832.0	1.0	18.0	22.7	22.4	1.0
mcp2k	100135	UNHELD	41	9	10439.0	0.0002	4.2	0.43	166.9	15.6	-155.9	136.1	281.5	-1	OWN	0	0	0.0	12401	61955832.0	1.0	15.6	20.8	20.5	1.0
mcp2k	100135	UNHELD	43	7	6003.0	0.0001	3.7	0.09	158.2	20.5	-155.9	141.5	273.7	-1	OWN	0	0	0.0	12401	61955832.0	1.0	20.5	24.3	24.0	1.0
mcp2k	100135	UNHELD	44	7	12273.0	0.0002	3.4	0.4	171.3	15.3	-155.9	134.4	286.0	-1	OWN	0	0	0.0	12401	61955832.0	1.0	15.3	19.4	19.1	1.0
mcp2k	100135	UNHELD	45	7	10249.0	0.0002	3.4	0.51	175.7	13.6	-155.9	132.0	290.1	-1	OWN	0	0	0.0	12401	61955832.0	1.0	13.6	17.5	17.3	1.0
mcp2k	100135	UNHELD	52	8	48930.0	0.0008	4.6	0.54	183.9	3.7	-155.4	109.1	294.3	-1	OWN	0	0	0.0	12401	61955832.0	1.0	3.7	10.3	9.1	0.0
mcp2k	100157	UNHELD	0	5	34175.0	0.0017	1.1	0.15	6.0	3.2	-201.1	-10.7	84.5	-1	OWN	0	0	0.0	1429	19886936.6	1.0	3.2	3.8	3.7	0.0
mcp2k	100157	UNHELD	1	43	165213.6	0.0083	7.4	0.71	112.7	3.0	-157.9	-124.3	63.0	-1	OWN	0	0	0.0	1429	19886936.6	0.628	3.0	5.6	4.7	0.0
mcp2k	100157	NEARBY	-1	27	171653.3	0.0086	2.5	0.45	2.5	nan	-201.8	-11.6	82.9	4	COMPANION	27	0	0.3	1429	19886936.6					
mcp2k	100222	UNHELD	0	564	4164588.4	0.0253	15.8	1.96	47.1	3.0	68.3	44.4	250.5	-1	OWN	0	0	0.0	15541	164888940.0	1.0	3.0	12.2	8.7	0.002
mcp2k	100222	UNHELD	1	173	1312091.7	0.008	8.9	2.67	42.5	3.0	67.7	44.7	232.3	-1	OWN	0	0	0.0	15541	164888940.0	1.0	3.0	16.0	13.6	0.191
mcp2k	100222	UNHELD	2	9	30174.0	0.0002	3.7	0.58	64.7	3.0	67.8	56.9	249.0	-1	OWN	0	0	0.0	15541	164888940.0	1.0	3.0	5.0	4.2	0.0
mcp2k	100222	UNHELD	3	6	20861.0	0.0001	2.9	0.38	72.8	3.0	67.6	61.5	253.8	-1	OWN	0	0	0.0	15541	164888940.0	1.0	3.0	4.2	4.1	0.0
mcp2k	100222	UNHELD	6	7	19966.0	0.0001	1.6	0.18	101.4	3.1	65.2	78.2	275.9	-1	OWN	0	0	0.0	15541	164888940.0	1.0	3.1	4.5	4.5	0.0
mcp2k	100222	UNHELD	7	14	106728.0	0.0006	2.0	0.42	99.4	3.1	64.9	84.2	270.8	-1	OWN	0	0	0.0	15541	164888940.0	1.0	3.1	4.7	4.3	0.0
mcp2k	100222	UNHELD	8	22	181897.0	0.0011	4.9	0.57	115.9	3.1	62.4	94.6	286.7	-1	OWN	0	0	0.0	15541	164888940.0	1.0	3.1	4.3	4.2	0.0
mcp2k	100222	UNHELD	9	83	403894.3	0.0024	2.1	0.88	138.5	3.0	4.6	48.3	309.8	-1	OWN	0	0	0.0	15541	164888940.0	0.0	4.2	6.7	6.4	0.0
mcp2k	100222	NEARBY	-1	7035	50556514.8	0.3066	160.3	2.57	38.7	nan	116.0	28.2	143.7	18	UNMATCHED	7035	1000001	1.1	15541	164888940.0					
mcp2k	100222	NEARBY	-1	4	10705.4	0.0001	0.3	0.16	120.0	nan	19.0	39.6	295.3	70	UNMATCHED	4	1000000	1.5	15541	164888940.0					
mcp2k	100222	NEARBY	-1	6	38334.1	0.0002	0.5	0.17	142.6	nan	31.1	96.6	304.9	71	UNMATCHED	6	1000000	0.9	15541	164888940.0					
mcp2k	100222	NEARBY	-1	3	27164.0	0.0002	0.4	0.11	108.3	nan	20.0	32.7	283.4	117	UNMATCHED	3	1000000	2.6	15541	164888940.0					
mcp2k	100245	NEARBY	-1	3433	24454224.9	1.7974	208.9	0.93	0.7	nan	108.2	78.6	255.3	13	UNMATCHED	3433	1000000	0.0	1158	13605069.1					
mcp2k	100421	UNHELD	0	73	386416.0	0.0191	10.9	0.48	217.4	3.0	-199.8	21.7	401.7	-1	OWN	0	0	0.0	3187	20252740.9	1.0	3.0	4.6	4.5	0.0
mcp2k	100421	UNHELD	6	16	96089.0	0.0047	4.3	0.23	44.9	3.0	-186.4	-80.2	254.7	-1	OWN	0	0	0.0	3187	20252740.9	1.0	3.0	3.5	3.4	0.0
mcp2k	100421	NEARBY	-1	206	1904875.2	0.0941	104.4	21.92	77.2	nan	-217.9	18.4	372.7	6	COMPANION	206	0	0.4	3187	20252740.9					
mcp2k	100728	UNHELD	0	214	1236682.6	0.7021	6.9	1.98	nan	12.3	201.7	137.4	414.2	-1	OWN	0	0	0.0	318	1761486.1	0.0	12.3	25.0	21.3	1.0
mcp2k	100728	NEARBY	-1	3788	21806318.7	12.3795	85.3	2.25	nan	nan	194.9	139.2	340.7	9	UNMATCHED	3788	1000004	0.3	318	1761486.1					
mcp2k	101224	NEARBY	-1	6	18698.6	0.0042	0.5	0.17	32.4	nan	97.4	-171.4	389.5	35	UNMATCHED	6	1000006	2.3	621	4454832.8					
mcp2k	101454	UNHELD	1	213	2681743.9	0.0946	14.5	1.35	181.7	3.0	-132.7	-87.7	330.3	-1	OWN	0	0	0.0	3302	28349128.9	1.0	3.0	8.3	6.3	0.0
mcp2k	101454	UNHELD	4	18	89916.0	0.0032	4.5	0.23	5.4	3.0	-111.3	33.3	184.7	-1	OWN	0	0	0.0	3302	28349128.9	1.0	3.0	3.8	3.6	0.0
mcp2k	101498	UNHELD	1	6	23679.0	0.0012	1.6	0.32	116.5	3.0	-163.3	-71.0	434.9	-1	OWN	0	0	0.0	1547	20503238.1	1.0	3.0	3.9	3.9	0.0
mcp2k	101554	UNHELD	0	307	3011112.5	0.1182	17.4	0.8	17.1	3.0	-4.0	23.3	147.8	-1	OWN	0	0	0.0	3842	25469077.8	1.0	3.0	12.7	11.5	0.062
mcp2k	101554	UNHELD	1	96	522984.7	0.0205	7.0	1.22	156.6	3.0	-64.2	-70.9	245.6	-1	OWN	0	0	0.0	3842	25469077.8	1.0	3.0	8.3	6.7	0.0
